Cell	annotation	x.loc	y.loc
Cell706	CellType1	0.5677	0.6652
Cell707	CellType1	0.7412	0.2444
Cell708	CellType1	0.1571	0.2209
Cell709	CellType1	0.6857	0.8904
Cell710	CellType1	0.2724	0.2363
Cell711	CellType1	0.5005	0.0339
Cell712	CellType1	0.5707	0.2994
Cell713	CellType2	0.1901	0.3296
Cell714	CellType1	0.4768	0.4057
Cell715	CellType1	0.3722	0.1182
Cell716	CellType2	0.5844	0.3625
Cell717	CellType2	0.9474	0.7841
Cell718	CellType2	0.7621	0.0227
Cell719	CellType1	0.9049	0.7633
Cell720	CellType2	0.8161	0.972
Cell721	CellType2	0.6163	0.9829
Cell722	CellType2	0.3784	0.1965
Cell723	CellType2	0.1584	0.5701
Cell724	CellType1	0.1649	0.9238
Cell725	CellType2	0.1218	0.5532
Cell726	CellType1	0.5067	0.3487
Cell727	CellType1	0.8776	0.3102
Cell728	CellType1	0.2249	0.758
Cell729	CellType1	0.1419	0.3699
Cell730	CellType2	0.7463	0.6957
Cell731	CellType1	0.7755	0.4586
Cell732	CellType2	0.282	0.7791
Cell733	CellType1	0.4473	0.2809
Cell734	CellType2	0.8008	0.2247
Cell735	CellType2	0.9269	0.5789
Cell736	CellType1	0.7579	0.8641
Cell737	CellType1	0.447	0.7916
Cell738	CellType1	0.1292	0.4896
Cell739	CellType1	0.7733	0.9375
Cell740	CellType1	0.3025	0.1704
Cell741	CellType1	0.2345	0.4199
Cell742	CellType1	0.3505	0.2326
Cell743	CellType1	0.9363	0.8638
Cell744	CellType2	0.2758	0.4457
Cell745	CellType1	0.0211	0.9727
Cell746	CellType1	0.5432	0.0133
Cell747	CellType1	0.711	0.9046
Cell748	CellType1	0.9707	0.1785
Cell749	CellType1	0.4725	0.12
Cell750	CellType1	0.1517	0.1934
Cell751	CellType1	0.5438	0.9068
Cell752	CellType1	0.0573	0.4599
Cell753	CellType1	0.1069	0.1555
Cell754	CellType1	0.9382	0.9422
Cell755	CellType2	0.3183	0.7161
Cell756	CellType1	0.8928	0.84
Cell757	CellType1	0.3592	0.6107
Cell758	CellType1	0.9891	0.2201
Cell759	CellType1	0.0701	0.1788
Cell760	CellType2	0.2748	0.0778
Cell761	CellType1	0.0956	0.3474
Cell762	CellType2	0.258	0.7634
Cell763	CellType1	0.6012	0.1926
Cell764	CellType2	0.7304	0.9577
Cell765	CellType1	0.3078	0.9866
Cell766	CellType1	0.9388	0.5847
Cell767	CellType2	0.9503	0.664
Cell768	CellType2	0.8616	0.5945
Cell769	CellType1	0.335	0.3568
Cell770	CellType1	0.2561	0.5274
Cell771	CellType2	0.5539	0.4119
Cell772	CellType1	0.8102	0.8629
Cell773	CellType1	0.6165	0.3323
Cell774	CellType1	0.768	0.6148
Cell775	CellType1	0.4116	0.5193
Cell776	CellType2	0.943	0.892
Cell777	CellType1	0.0102	0.9129
Cell778	CellType1	0.7739	0.3421
Cell779	CellType1	0.5827	0.5978
Cell780	CellType1	0.3932	0.9431
Cell781	CellType1	0.0373	0.9893
Cell782	CellType1	0.886	0.333
Cell783	CellType1	0.0568	0.5245
Cell784	CellType1	0.8248	0.2508
Cell785	CellType2	0.31	0.8717
Cell786	CellType1	0.4782	0.219
Cell787	CellType1	0.0675	0.2519
Cell788	CellType1	0.3717	0.6065
Cell789	CellType1	0.9323	0.3832
Cell790	CellType2	0.392	0.1443
Cell791	CellType1	0.6549	0.4684
Cell792	CellType1	0.9155	0.9693
Cell793	CellType2	0.2745	0.8294
Cell794	CellType2	0.988	0.2614
Cell795	CellType2	0.2182	0.9653
Cell796	CellType1	0.4965	0.0584
Cell797	CellType2	0.4408	0.7392
Cell798	CellType1	0.2818	0.328
Cell799	CellType1	0.7857	0.6769
Cell800	CellType1	0.3071	0.7397
Cell801	CellType1	0.233	0.8736
Cell802	CellType1	0.4793	0.2341
Cell803	CellType2	0.1918	0.0407
Cell804	CellType1	0.0976	0.0845
Cell805	CellType1	0.2303	0.3751
Cell806	CellType2	0.5296	0.443
Cell807	CellType2	0.7095	0.6676
Cell808	CellType1	0.8498	0.452
Cell809	CellType1	0.4817	0.5308
Cell810	CellType2	0.9751	0.8108
Cell811	CellType1	0.8067	0.5654
Cell812	CellType1	0.1369	0.3776
Cell813	CellType1	0.6673	0.9757
Cell814	CellType1	0.817	0.8632
Cell815	CellType1	0.3946	0.5668
Cell816	CellType1	0.989	0.1818
Cell817	CellType1	0.4113	0.1843
Cell818	CellType2	0.1846	0.0874
Cell819	CellType1	0.0146	0.6226
Cell820	CellType2	0.359	0.2855
Cell821	CellType2	0.1094	0.1194
Cell822	CellType1	0.5421	0.3228
Cell823	CellType1	0.5406	0.2057
Cell824	CellType1	0.3747	0.3333
Cell825	CellType1	0.5105	0.2206
Cell826	CellType2	0.4999	0.7916
Cell827	CellType1	0.1042	0.5772
Cell828	CellType1	0.8053	0.116
Cell829	CellType1	0.7938	0.6496
Cell830	CellType2	0.4547	0.7501
Cell831	CellType1	0.5045	0.9953
Cell832	CellType1	0.856	0.0385
Cell833	CellType1	0.6958	0.1436
Cell834	CellType1	0.3311	0.1868
Cell835	CellType2	0.0616	0.5316
Cell836	CellType1	0.2438	0.4487
Cell837	CellType1	0.9623	0.6928
Cell838	CellType1	0.0297	0.1579
Cell839	CellType1	0.4752	0.9558
Cell840	CellType2	0.5376	0.0164
Cell841	CellType2	0.3302	0.6435
Cell842	CellType1	0.4717	0.2103
Cell843	CellType1	0.0199	0.97
Cell844	CellType1	0.8969	0.1008
Cell845	CellType2	0.8472	0.2207
Cell846	CellType1	0.3617	0.1083
Cell847	CellType1	0.7616	0.2045
Cell848	CellType1	0.4856	0.4889
Cell849	CellType1	0.0614	0.2988
Cell850	CellType1	0.8671	0.8224
Cell851	CellType1	0.1865	0.5382
Cell852	CellType2	0.7938	0.1037
Cell853	CellType1	0.8711	0.1656
Cell854	CellType1	0.0414	0.7023
Cell855	CellType1	0.1108	0.1525
Cell856	CellType1	0.1014	0.0548
Cell857	CellType2	0.5649	0.2817
Cell858	CellType1	0.655	0.8257
Cell859	CellType1	0.5126	0.7276
Cell860	CellType1	0.5334	0.9242
Cell861	CellType2	0.294	0.9721
Cell862	CellType2	0.8171	0.1551
Cell863	CellType1	0.965	0.6879
Cell864	CellType2	0.3182	0.0521
Cell865	CellType1	0.3959	0.9002
Cell866	CellType1	0.9647	0.5141
Cell867	CellType1	0.7201	0.5658
Cell868	CellType2	0.5007	0.5084
Cell869	CellType1	0.9397	0.6236
Cell870	CellType1	0.0145	0.8087
Cell871	CellType1	0.851	0.7855
Cell872	CellType1	0.6635	0.3636
Cell873	CellType1	0.0523	0.7355
Cell874	CellType1	0.9883	0.5765
Cell875	CellType1	0.4544	0.7242
Cell876	CellType1	0.1024	0.7682
Cell877	CellType1	0.1842	0.3927
Cell878	CellType2	0.3953	0.653
Cell879	CellType2	0.9163	0.6569
Cell880	CellType1	0.6392	0.3664
Cell881	CellType1	0.2925	0.4899
Cell882	CellType1	0.02	0.0469
Cell883	CellType1	0.6837	0.3715
Cell884	CellType1	0.2536	0.6849
Cell885	CellType1	0.4702	0.5093
Cell886	CellType2	0.1787	0.0484
Cell887	CellType1	0.8832	0.321
Cell888	CellType2	0.5753	0.0929
Cell889	CellType1	0.7523	0.6744
Cell890	CellType1	0.476	0.1391
Cell891	CellType1	0.8878	0.9539
Cell892	CellType1	0.8966	0.86
Cell893	CellType1	0.5402	0.2146
Cell894	CellType2	0.3252	0.1865
Cell895	CellType2	0.1996	0.7495
Cell896	CellType1	0.3205	0.1197
Cell897	CellType1	0.0925	0.0892
Cell898	CellType1	0.6533	0.6943
Cell899	CellType2	0.9624	0.3542
Cell900	CellType1	0.5748	0.5134
Cell901	CellType1	0.1697	0.9674
Cell902	CellType2	0.1322	0.705
Cell903	CellType2	0.9931	0.8834
Cell904	CellType1	0.6009	0.4651
Cell905	CellType1	0.7844	0.0658
Cell906	CellType1	0.6395	0.3258
Cell907	CellType1	0.2744	0.2801
Cell908	CellType1	0.1611	0.7005
Cell909	CellType1	0.3669	0.8043
Cell910	CellType1	0.7795	0.2016
Cell911	CellType2	0.2405	0.6571
Cell912	CellType1	0.8231	0.1388
Cell913	CellType1	0.5086	0.7151
Cell914	CellType1	0.3178	0.2136
Cell915	CellType2	0.5839	0.4834
Cell916	CellType1	0.2009	0.9693
Cell917	CellType2	0.2867	0.5736
Cell918	CellType1	0.9415	0.2734
Cell919	CellType1	0.2863	0.2213
Cell920	CellType1	0.5351	0.3745
Cell921	CellType1	0.1023	0.8564
Cell922	CellType1	0.8796	0.8568
Cell923	CellType1	0.4471	0.7344
Cell924	CellType1	0.3986	0.5567
Cell925	CellType2	0.9962	0.8768
Cell926	CellType1	0.1271	0.9068
Cell927	CellType1	0.2675	0.2833
Cell928	CellType2	0.3693	0.6308
Cell929	CellType1	0.6841	0.9862
Cell930	CellType1	0.5111	0.9705
Cell931	CellType2	0.9325	0.5022
Cell932	CellType2	0.8696	0.3645
Cell933	CellType2	0.7161	0.2672
Cell934	CellType1	0.1785	0.0249
Cell935	CellType1	0.7907	0.5834
Cell936	CellType1	0.6228	0.9909
Cell937	CellType1	0.8636	0.8768
Cell938	CellType1	0.3449	0.3139
Cell939	CellType2	0.1735	0.7787
Cell940	CellType1	0.7811	0.8704
Cell941	CellType2	0.0515	0.2226
Cell942	CellType2	0.2261	0.4577
Cell943	CellType1	0.3585	0.4768
Cell944	CellType2	0.0364	0.9585
Cell945	CellType1	0.4496	0.0751
Cell946	CellType2	0.048	0.898
Cell947	CellType1	0.7552	0.9708
Cell948	CellType1	0.1639	0.5127
Cell949	CellType1	0.8765	0.5618
Cell950	CellType2	0.4717	0.7571
Cell951	CellType1	0.0903	0.643
Cell952	CellType1	0.8051	0.6289
Cell953	CellType1	0.0852	0.746
Cell954	CellType2	0.1376	0.4152
Cell955	CellType2	0.1333	0.7286
Cell956	CellType1	0.8131	0.7013
Cell957	CellType1	0.4562	0.7937
Cell958	CellType1	0.1162	0.86240000000000006
Cell959	CellType1	0.489	0.7145
Cell960	CellType1	0.8623	0.0194
Cell961	CellType1	0.9961	0.3312
Cell962	CellType2	0.0466	0.9008
Cell963	CellType1	0.1551	0.1103
Cell964	CellType2	0.3723	0.8849
Cell965	CellType1	0.4324	0.2486
Cell966	CellType1	0.7642	0.1518
Cell967	CellType1	0.5073	0.4676
Cell968	CellType1	0.9511	0.8414
Cell969	CellType1	0.4532	0.9296
Cell970	CellType1	0.0014	0.4487
Cell971	CellType1	0.0903	0.4794
Cell972	CellType1	0.6125	0.917
Cell973	CellType2	0.5941	0.2929
Cell974	CellType1	0.5064	0.7647
Cell975	CellType2	0.7393	0.1748
Cell976	CellType2	0.976	0.6836
Cell977	CellType2	0.6781	0.4721
Cell978	CellType1	0.8659	0.0779
Cell979	CellType2	0.6115	0.9804
Cell980	CellType1	0.217	0.5316
Cell981	CellType2	0.6105	0.5223
Cell982	CellType2	0.6748	0.1742
Cell983	CellType2	0.7226	0.3806
Cell984	CellType2	0.0704	0.797
Cell985	CellType1	0.489	0.1575
Cell986	CellType2	0.4687	0.49
Cell987	CellType1	0.4235	0.2161
Cell988	CellType1	0.8117	0.4351
Cell989	CellType1	0.5796	0.2502
Cell990	CellType1	0.1399	0.2251
Cell991	CellType1	0.9928	0.4449
Cell992	CellType1	0.4913	0.0702
Cell993	CellType1	0.7399	0.1148
Cell994	CellType1	0.2973	0.7577
Cell995	CellType1	0.9475	0.0206
Cell996	CellType1	0.5176	0.544
Cell997	CellType2	0.5512	0.0522
Cell998	CellType1	0.8042	0.8707
Cell999	CellType1	0.4641	0.8456
Cell1000	CellType2	0.0742	0.4782
Cell1001	CellType2	0.2249	0.4621
Cell1002	CellType1	0.7209	0.1481
Cell1003	CellType1	0.1639	0.954
Cell1004	CellType2	0.2285	0.6732
Cell1005	CellType2	0.708	0.0263
Cell1006	CellType1	0.3749	0.7154
Cell1007	CellType1	0.9029	0.4382
Cell1008	CellType1	0.8824	0.7201
Cell1009	CellType1	0.1778	0.6705
Cell1010	CellType1	0.6565	0.6567
Cell1011	CellType1	0.3009	0.4281
Cell1012	CellType1	0.8961	0.3865
Cell1013	CellType1	0.0508	0.763
Cell1014	CellType1	0.3795	0.0849
