Cell	annotation	x.loc	y.loc	region
Cell1745	Adipocyte	0.8381	0.4315	1
Cell1746	Adipocyte	0.8955	0.1198	1
Cell1747	Adipocyte	0.6592	0.2978	1
Cell1748	Fibroblast	0.8066	0.7754	1
Cell1749	Adipocyte	0.8125	0.8057	1
Cell1750	Adipocyte	0.6083	0.0921	1
Cell1751	Epithelial cell	0.9402	0.5795	1
Cell1752	Epithelial cell	0.9339	0.5801	1
Cell1753	Epithelial cell	0.5417	0.8724	1
Cell1754	Endothelial cell	0.6549	0.3692	1
Cell1755	Endothelial cell	0.7007	0.6683	1
Cell1756	Epithelial cell	0.7611	0.6624	1
Cell1757	Epithelial cell	0.8196	0.7255	1
Cell1758	Epithelial cell	0.9902	0.4851	1
Cell1759	Epithelial cell	0.9311	0.1407	1
Cell1760	Fibroblast	0.8225	0.4716	1
Cell1761	Epithelial cell	0.6158	0.5159	1
Cell1762	Adipocyte	0.6683	0.0166	1
Cell1763	Immune (myeloid)	0.6353	0.4973	1
Cell1764	Epithelial cell	0.9045	0.7012	1
Cell1765	Endothelial cell	0.7783	0.442	1
Cell1766	Epithelial cell	0.5209	0.122	1
Cell1767	Adipocyte	0.8336	0.8028	1
Cell1768	Epithelial cell	0.9206	0.1512	1
Cell1769	Muscle	0.6069	0.5019	1
Cell1770	Adipocyte	0.7154	0.6535	1
Cell1771	Adipocyte	0.745	0.5903	1
Cell1772	Adipocyte	0.9735	0.7139	1
Cell1773	Adipocyte	0.5635	0.4351	1
Cell1774	Adipocyte	0.6246	0.4747	1
Cell1775	Epithelial cell	0.8567	0.8723	1
Cell1776	Epithelial cell	0.7663	0.99	1
Cell1777	Adipocyte	0.9007	0.3802	1
Cell1778	Epithelial cell	0.7453	0.5458	1
Cell1779	Fibroblast	0.6878	0.1261	1
Cell1780	Adipocyte	0.6861	0.0702	1
Cell1781	Endothelial cell	0.6531	0.639	1
Cell1782	Epithelial cell	0.8486	0.8048	1
Cell1783	Epithelial cell	0.9548	0.0738	1
Cell1784	Epithelial cell	0.8973	0.8476	1
Cell1785	Endothelial cell	0.8314	0.6386	1
Cell1786	Adipocyte	0.8694	0.2409	1
Cell1787	Immune (myeloid)	0.9673	0.1897	1
Cell1788	Epithelial cell	0.538	0.7226	1
Cell1789	Adipocyte	0.9571	0.9043	1
Cell1790	Epithelial cell	0.4638	0.9135	1
Cell1791	Adipocyte	0.6925	0.8927	1
Cell1792	Endothelial cell	0.7821	0.5038	1
Cell1793	Fibroblast	0.6147	0.3815	1
Cell1794	Endothelial cell	0.9433	0.4656	1
Cell1795	Fibroblast	0.6922	0.4634	1
Cell1796	Muscle	0.9027	0.7872	1
Cell1797	Adipocyte	0.9389	0.9253	1
Cell1798	Adipocyte	0.7054	0.8969	1
Cell1799	Epithelial cell	0.9899	0.8874	1
Cell1800	Adipocyte	0.7282	0.2131	1
Cell1801	Adipocyte	0.6687	0.3376	1
Cell1802	Adipocyte	0.9772	0.86	1
Cell1803	Adipocyte	0.8183	0.6411	1
Cell1804	Epithelial cell	0.4816	0.9247	1
Cell1805	Muscle	0.6075	0.679	1
Cell1806	Endothelial cell	0.5915	0.9969	1
Cell1807	Adipocyte	0.6937	0.6363	1
Cell1808	Epithelial cell	0.8385	0.1595	1
Cell1809	Adipocyte	0.9968	0.7226	1
Cell1810	Fibroblast	0.7572	0.8816	1
Cell1811	Adipocyte	0.9997	0.5691	1
Cell1812	Adipocyte	0.8308	0.8413	1
Cell1813	Adipocyte	0.5828	0.2735	1
Cell1814	Immune (myeloid)	0.5469	0.1462	1
Cell1815	Epithelial cell	0.9709	0.1397	1
Cell1816	Fibroblast	0.6832	0.4349	1
Cell1817	Epithelial cell	0.534	0.893	1
Cell1818	Adipocyte	0.7268	0.4035	1
Cell1819	Adipocyte	0.8783	0.9206	1
Cell1820	Endothelial cell	0.5708	0.3697	1
Cell1821	Adipocyte	0.7858	0.2657	1
Cell1822	Endothelial cell	0.6287	0.6411	1
Cell1823	Muscle	0.6314	0.0181	1
Cell1824	Epithelial cell	0.6094	0.6785	1
Cell1825	Adipocyte	0.7506	0.4099	1
Cell1826	Adipocyte	0.7883	0.7449	1
Cell1827	Epithelial cell	0.8014	0.8783	1
Cell1828	Endothelial cell	0.5254	0.7388	1
Cell1829	Epithelial cell	0.6127	0.2215	1
Cell1830	Fibroblast	0.4505	0.7722	1
Cell1831	Endothelial cell	0.7656	0.5621	1
Cell1832	Adipocyte	0.5782	0.7395	1
Cell1833	Epithelial cell	0.5319	0.8794	1
Cell1834	Epithelial cell	0.8435	0.0758	1
Cell1835	Adipocyte	0.8444	0.1234	1
Cell1836	Epithelial cell	0.8176	0.4212	1
Cell1837	Muscle	0.8256	0.8227	1
Cell1838	Epithelial cell	0.8051	0.3049	1
Cell1839	Adipocyte	0.6386	0.5756	1
Cell1840	Adipocyte	0.9723	0.4163	1
Cell1841	Adipocyte	0.6618	0.6516	1
Cell1842	Fibroblast	0.7559	0.8312	1
Cell1843	Endothelial cell	0.8445	0.4867	1
Cell1844	Epithelial cell	0.7255	0.2209	1
Cell1845	Adipocyte	0.7687	0.3081	1
Cell1846	Epithelial cell	0.8086	0.945	1
Cell1847	Epithelial cell	0.7307	0.6407	1
Cell1848	Adipocyte	0.7121	0.1028	1
Cell1849	Epithelial cell	0.9026	0.7119	1
Cell1850	Fibroblast	0.8938	0.8849	1
Cell1851	Immune (myeloid)	0.8135	0.3433	1
Cell1852	Fibroblast	0.7185	0.4338	1
Cell1853	Epithelial cell	0.5956	0.1862	1
Cell1854	Epithelial cell	0.8761	0.3065	1
Cell1855	Adipocyte	0.8938	0.1341	1
Cell1856	Epithelial cell	0.913	0.1158	1
Cell1857	Adipocyte	0.5602	0.8708	1
Cell1858	Epithelial cell	0.6488	0.3381	1
Cell1859	Adipocyte	0.6566	0.3948	1
Cell1860	Fibroblast	0.7773	0.363	1
Cell1861	Epithelial cell	0.7976	0.8146	1
Cell1862	Fibroblast	0.4957	0.9161	1
Cell1863	Epithelial cell	0.9509	0.5289	1
Cell1864	Epithelial cell	0.7697	0.6083	1
Cell1865	Adipocyte	0.7112	0.2083	1
Cell1866	Adipocyte	0.7765	0.3449	1
Cell1867	Epithelial cell	0.8191	0.604	1
Cell1868	Adipocyte	0.8108	0.307	1
Cell1869	Fibroblast	0.4754	0.9066	1
Cell1870	Fibroblast	0.5691	0.9308	1
Cell1871	Endothelial cell	0.8197	0.3259	1
Cell1872	Adipocyte	0.6035	0.6758	1
Cell1873	Epithelial cell	0.8253	0.0976	1
Cell1874	Epithelial cell	0.4807	0.8794	1
Cell1875	Epithelial cell	0.5981	0.9293	1
Cell1876	Adipocyte	0.7035	0.619	1
Cell1877	Epithelial cell	0.5366	0.859	1
Cell1878	Adipocyte	0.6105	0.294	1
Cell1879	Epithelial cell	0.4566	0.1976	1
Cell1880	Epithelial cell	0.608	0.9212	1
Cell1881	Epithelial cell	0.5672	0.63	1
Cell1882	Epithelial cell	0.7651	0.7355	1
Cell1883	Adipocyte	0.4752	0.8008	1
Cell1884	Endothelial cell	0.561	0.7722	1
Cell1885	Immune (myeloid)	0.9754	0.7372	1
Cell1886	Adipocyte	0.795	0.7165	1
Cell1887	Adipocyte	0.6676	0.3867	1
Cell1888	Adipocyte	0.9379	0.6348	1
Cell1889	Endothelial cell	0.6729	0.0575	1
Cell1890	Adipocyte	0.5181	0.958	1
Cell1891	Immune (myeloid)	0.7354	0.404	1
Cell1892	Epithelial cell	0.5382	0.8806	1
Cell1893	Epithelial cell	0.772	0.8879	1
Cell1894	Adipocyte	0.5827	0.0687	1
Cell1895	Epithelial cell	0.5535	0.5303	1
Cell1896	Adipocyte	0.5226	0.0658	1
Cell1897	Immune (myeloid)	0.9536	0.197	1
Cell1898	Epithelial cell	0.8056	0.0067	1
Cell1899	Epithelial cell	0.9126	0.2025	1
Cell1900	Epithelial cell	0.8379	0.0426	1
Cell1901	Fibroblast	0.9557	0.5212	1
Cell1902	Epithelial cell	0.5081	0.7017	1
Cell1903	Endothelial cell	0.9242	0.4086	1
Cell1904	Fibroblast	0.6346	0.1772	1
Cell1905	Epithelial cell	0.91	0.1743	1
Cell1906	Adipocyte	0.6874	0.7321	1
Cell1907	Muscle	0.8921	0.5005	1
Cell1908	Epithelial cell	0.9626	0.7625	1
Cell1909	Adipocyte	0.6999	0.4659	1
Cell1910	Epithelial cell	0.7243	0.8497	1
Cell1911	Adipocyte	0.7573	0.9971	1
Cell1912	Adipocyte	0.6481	0.7055	1
Cell1913	Epithelial cell	0.7261	0.6875	1
Cell1914	Fibroblast	0.9429	0.0542	1
Cell1915	Adipocyte	0.8962	0.7064	1
Cell1916	Epithelial cell	0.6353	0.5687	1
Cell1917	Endothelial cell	0.5876	0.9544	1
Cell1918	Fibroblast	0.9799	0.0311	1
Cell1919	Epithelial cell	0.7253	0.3196	1
Cell1920	Epithelial cell	0.8086	0.0901	1
Cell1921	Epithelial cell	0.7534	0.0407	1
Cell1922	Adipocyte	0.919	0.5006	1
Cell1923	Muscle	0.8932	0.5462	1
Cell1924	Epithelial cell	0.9598	0.033	1
Cell1925	Epithelial cell	0.8546	0.6258	1
Cell1926	Adipocyte	0.7298	0.6023	1
Cell1927	Fibroblast	0.6571	0.6737	1
Cell1928	Epithelial cell	0.4652	0.0676	1
Cell1929	Endothelial cell	0.6043	0.9244	1
Cell1930	Endothelial cell	0.9396	0.0065	1
Cell1931	Epithelial cell	0.644	0.7513	1
Cell1932	Endothelial cell	0.5462	0.995	1
Cell1933	Endothelial cell	0.7963	0.5679	1
Cell1934	Immune (myeloid)	0.8589	0.789	1
Cell1935	Epithelial cell	0.6283	0.8206	1
Cell1936	Epithelial cell	0.921	0.0811	1
Cell1937	Adipocyte	0.747	0.1245	1
Cell1938	Epithelial cell	0.9803	0.7186	1
Cell1939	Adipocyte	0.5622	0.9085	1
Cell1940	Epithelial cell	0.9651	0.5447	1
Cell1941	Epithelial cell	0.7136	0.4731	1
Cell1942	Adipocyte	0.667	0.6033	1
Cell1943	Adipocyte	0.8311	0.3955	1
Cell1944	Muscle	0.8219	0.7158	1
Cell1945	Endothelial cell	0.5318	0.0473	1
Cell1946	Fibroblast	0.6197	0.4351	1
Cell1947	Adipocyte	0.7933	0.2188	1
Cell1948	Endothelial cell	0.8369	0.7792	1
Cell1949	Epithelial cell	0.5711	0.2338	1
Cell1950	Adipocyte	0.8554	0.4198	1
Cell1951	Epithelial cell	0.5647	0.0468	1
Cell1952	Adipocyte	0.5682	0.4393	1
Cell1953	Epithelial cell	0.7117	0.0826	1
Cell1954	Adipocyte	0.6979	0.0076	1
Cell1955	Fibroblast	0.8721	0.0493	1
Cell1956	Fibroblast	0.5704	0.2313	1
Cell1957	Epithelial cell	0.6429	0.629	1
Cell1958	Fibroblast	0.6841	0.2563	1
Cell1959	Endothelial cell	0.6886	0.8108	1
Cell1960	Adipocyte	0.8718	0.1508	1
Cell1961	Immune (myeloid)	0.604	0.4733	1
Cell1962	Epithelial cell	0.7865	0.3447	1
Cell1963	Adipocyte	0.9722	0.9375	1
Cell1964	Adipocyte	0.6052	0.2605	1
Cell1965	Muscle	0.5935	0.9413	1
Cell1966	Epithelial cell	0.5096	0.0084	1
Cell1967	Fibroblast	0.9043	0.5289	1
Cell1968	Epithelial cell	0.8226	0.2327	1
Cell1969	Adipocyte	0.8154	0.4046	1
Cell1970	Endothelial cell	0.5373	0.6747	1
Cell1971	Adipocyte	0.5005	0.7552	1
Cell1972	Epithelial cell	0.9101	0.8905	1
Cell1973	Fibroblast	0.9032	0.2662	1
Cell1974	Adipocyte	0.753	0.0465	1
Cell1975	Endothelial cell	0.5857	0.7516	1
Cell1976	Adipocyte	0.6107	0.8255	1
Cell1977	Adipocyte	0.4658	0.8705	1
Cell1978	Adipocyte	0.6567	0.5922	1
Cell1979	Adipocyte	0.7674	0.638	1
Cell1980	Epithelial cell	0.8316	0.0553	1
Cell1981	Epithelial cell	0.7084	0.2499	1
Cell1982	Adipocyte	0.6102	0.4951	1
Cell1983	Epithelial cell	0.5317	0.6551	1
Cell1984	Epithelial cell	0.6226	0.9447	1
Cell1985	Fibroblast	0.8865	0.6442	1
Cell1986	Epithelial cell	0.5455	0.7904	1
Cell1987	Endothelial cell	0.479	0.9335	1
Cell1988	Immune (myeloid)	0.5495	0.8202	1
Cell1989	Epithelial cell	0.6923	0.9148	1
Cell1990	Epithelial cell	0.7276	0.4715	1
Cell1991	Adipocyte	0.5418	0.1038	1
Cell1992	Adipocyte	0.9727	0.8137	1
Cell1993	Adipocyte	0.8045	0.8406	1
Cell1994	Epithelial cell	0.5019	0.3063	1
Cell1995	Fibroblast	0.8306	0.1462	1
Cell1996	Epithelial cell	0.739	0.9736	1
Cell1997	Immune (myeloid)	0.5374	0.0378	1
Cell1998	Epithelial cell	0.6227	0.798	1
Cell1999	Adipocyte	0.8279	0.6499	1
Cell2000	Adipocyte	0.733	0.4774	1
Cell2001	Muscle	0.613	0.9407	1
Cell2002	Fibroblast	0.9481	0.7654	1
Cell2003	Adipocyte	0.7243	0.7566	1
Cell2004	Immune (myeloid)	0.4741	0.1275	1
Cell2005	Epithelial cell	0.7409	0.7485	1
Cell2006	Epithelial cell	0.8458	0.995	1
Cell2007	Fibroblast	0.5677	0.4191	1
Cell2008	Epithelial cell	0.6765	0.933	1
Cell2009	Adipocyte	0.935	0.8555	1
Cell2010	Endothelial cell	0.8426	0.0209	1
Cell2011	Adipocyte	0.9713	0.5057	1
Cell2012	Endothelial cell	0.7341	0.0637	1
Cell2013	Muscle	0.8737	0.1512	1
Cell2014	Adipocyte	0.776	0.9873	1
Cell2015	Epithelial cell	0.5511	0.4901	1
Cell2016	Adipocyte	0.8067	0.635	1
Cell2017	Adipocyte	0.764	0.7008	1
Cell2018	Endothelial cell	0.793	0.7149	1
Cell2019	Adipocyte	0.7429	0.1659	1
Cell2020	Adipocyte	0.9681	0.9505	1
Cell2021	Epithelial cell	0.7439	0.7217	1
Cell2022	Epithelial cell	0.4748	0.8712	1
Cell2023	Adipocyte	0.8538	0.3079	1
Cell2024	Epithelial cell	0.7702	0.399	1
Cell2025	Epithelial cell	0.6905	0.7494	1
Cell2026	Epithelial cell	0.6432	0.1916	1
Cell2027	Epithelial cell	0.8272	0.303	1
Cell2028	Fibroblast	0.961	0.9721	1
Cell2029	Endothelial cell	0.9815	0.8986	1
Cell2030	Epithelial cell	0.9188	0.3699	1
Cell2031	Epithelial cell	0.9639	0.4661	1
Cell2032	Epithelial cell	0.6292	0.1879	1
Cell2033	Adipocyte	0.953	0.9682	1
Cell2034	Endothelial cell	0.646	0.7313	1
Cell2035	Epithelial cell	0.6085	0.0743	1
Cell2036	Epithelial cell	0.7712	0.8848	1
Cell2037	Adipocyte	0.4567	0.0034	1
Cell2038	Endothelial cell	0.6839	0.7736	1
Cell2039	Epithelial cell	0.6289	0.4273	1
Cell2040	Epithelial cell	0.6524	0.0224	1
Cell2041	Endothelial cell	0.5029	0.3472	1
Cell2042	Epithelial cell	0.619	0.4843	1
Cell2043	Epithelial cell	0.8283	0.1056	1
Cell2044	Epithelial cell	0.9594	0.1382	1
Cell2045	Epithelial cell	0.569	0.2095	1
Cell2046	Fibroblast	0.9318	0.1881	1
Cell2047	Epithelial cell	0.7536	0.1441	1
Cell2048	Adipocyte	0.6232	0.324	1
Cell2049	Epithelial cell	0.5268	0.8452	1
Cell2050	Epithelial cell	0.9409	0.206	1
Cell2051	Epithelial cell	0.7076	0.6288	1
Cell2052	Epithelial cell	0.9115	0.6247	1
Cell2053	Epithelial cell	0.9887	0.7797	1
Cell2054	Epithelial cell	0.492	0.0232	1
Cell2055	Epithelial cell	0.5162	0.3311	1
Cell2056	Adipocyte	0.655	0.0799	1
Cell2057	Endothelial cell	0.5474	0.665	1
Cell2058	Epithelial cell	0.7045	0.9783	1
Cell2059	Endothelial cell	0.6203	0.9199	1
Cell2060	Adipocyte	0.8811	0.5387	1
Cell2061	Endothelial cell	0.8167	0.8189	1
Cell2062	Epithelial cell	0.7726	0.9121	1
Cell2063	Endothelial cell	0.6424	0.6219	1
Cell2064	Muscle	0.5143	0.6088	1
Cell2065	Fibroblast	0.8648	0.734	1
Cell2066	Epithelial cell	0.7529	0.6735	1
Cell2067	Adipocyte	0.7346	0.1076	1
Cell2068	Epithelial cell	0.7438	0.8722	1
Cell2069	Adipocyte	0.8887	0.2674	1
Cell2070	Adipocyte	0.7183	0.7303	1
Cell2071	Endothelial cell	0.7703	0.2387	1
Cell2072	Fibroblast	0.5924	0.7224	1
Cell2073	Fibroblast	0.9307	0.9578	1
Cell2074	Epithelial cell	0.7444	0.114	1
Cell2075	Epithelial cell	0.9166	0.4468	1
Cell2076	Endothelial cell	0.5916	0.6807	1
Cell2077	Epithelial cell	0.7296	0.578	1
Cell2078	Adipocyte	0.7534	0.2282	1
Cell2079	Adipocyte	0.716	0.3328	1
Cell2080	Epithelial cell	0.946	0.8528	1
Cell2081	Epithelial cell	0.6635	0.7092	1
Cell2082	Epithelial cell	0.7294	0.7442	1
Cell2083	Epithelial cell	0.7368	0.0237	1
Cell2084	Epithelial cell	0.9164	0.3716	1
Cell2085	Fibroblast	0.6418	0.5503	1
Cell2086	Endothelial cell	0.6446	0.5136	1
Cell2087	Fibroblast	0.5396	0.7465	1
Cell2088	Adipocyte	0.9171	0.9717	1
Cell2089	Epithelial cell	0.6317	0.6644	1
Cell2090	Adipocyte	0.5696	0.6206	1
Cell2091	Endothelial cell	0.8073	0.4849	1
Cell2092	Endothelial cell	0.5469	0.3317	1
Cell2093	Endothelial cell	0.6336	0.0834	1
Cell2094	Epithelial cell	0.7208	0.8861	1
Cell2095	Adipocyte	0.8604	0.3717	1
Cell2096	Epithelial cell	0.8469	0.6917	1
Cell2097	Endothelial cell	0.4836	0.1459	1
Cell2098	Fibroblast	0.8076	0.4375	1
Cell2099	Endothelial cell	0.6881	0.6874	1
Cell2100	Endothelial cell	0.668	0.5617	1
Cell2101	Immune (myeloid)	0.7495	0.8273	1
Cell2102	Fibroblast	0.7183	0.5956	1
Cell2103	Epithelial cell	0.5434	0.8704	1
Cell2104	Adipocyte	0.7143	0.9609	1
Cell2105	Muscle	0.6947	0.9477	1
Cell2106	Epithelial cell	0.7928	0.8507	1
Cell2107	Immune (myeloid)	0.7355	0.196	1
Cell2108	Epithelial cell	0.4889	0.9759	1
Cell2109	Epithelial cell	0.5731	0.3639	1
Cell2110	Adipocyte	0.7378	0.6641	1
Cell2111	Adipocyte	0.8872	0.0825	1
Cell2112	Endothelial cell	0.6681	0.7224	1
Cell2113	Adipocyte	0.7397	0.3081	1
Cell2114	Adipocyte	0.9912	0.0323	1
Cell2115	Epithelial cell	0.9578	0.468	1
Cell2116	Endothelial cell	0.9925	0.2124	1
Cell2117	Fibroblast	0.7447	0.5375	1
Cell2118	Epithelial cell	0.7853	0.8807	1
Cell2119	Adipocyte	0.5269	0.1129	1
Cell2120	Adipocyte	0.7343	0.7239	1
Cell2121	Endothelial cell	0.9688	0.0301	1
Cell2122	Epithelial cell	0.6895	0.8415	1
Cell2123	Adipocyte	0.5914	0.0808	1
Cell2124	Adipocyte	0.9454	0.1987	1
Cell2125	Epithelial cell	0.6412	0.7468	1
Cell2126	Endothelial cell	0.5035	0.1338	1
Cell2127	Epithelial cell	0.6913	0.5598	1
Cell2128	Adipocyte	0.7835	0.6963	1
Cell2129	Adipocyte	0.9192	0.0695	1
Cell2130	Epithelial cell	0.8429	0.3429	1
Cell2131	Endothelial cell	0.7452	0.3034	1
Cell2132	Endothelial cell	0.8411	0.6223	1
Cell2133	Adipocyte	0.9015	0.4325	1
Cell2134	Endothelial cell	0.7388	0.6826	1
Cell2135	Epithelial cell	0.762	0.5717	1
Cell2136	Fibroblast	0.8327	0.36	1
Cell2137	Immune (myeloid)	0.9797	0.8578	1
Cell2138	Epithelial cell	0.5574	0.7812	1
Cell2139	Epithelial cell	0.9921	0.3001	1
Cell2140	Epithelial cell	0.8043	0.2536	1
Cell2141	Adipocyte	0.5679	0.645	1
Cell2142	Endothelial cell	0.7733	0.6012	1
Cell2143	Adipocyte	0.6484	0.7733	1
Cell2144	Adipocyte	0.7019	0.7949	1
Cell2145	Adipocyte	0.9695	0.852	1
Cell2146	Fibroblast	0.6883	0.6309	1
Cell2147	Adipocyte	0.6979	0.6464	1
Cell2148	Immune (myeloid)	0.6021	0.378	1
Cell2149	Adipocyte	0.8996	0.9017	1
Cell2150	Epithelial cell	0.8706	0.0597	1
Cell2151	Immune (myeloid)	0.9462	0.7684	1
Cell2152	Epithelial cell	0.7822	0.5417	1
Cell2153	Epithelial cell	0.8021	0.4763	1
Cell2154	Fibroblast	0.956	0.8388	1
Cell2155	Endothelial cell	0.5698	0.0591	1
Cell2156	Fibroblast	0.9909	0.5001	1
Cell2157	Fibroblast	0.5545	0.1834	1
Cell2158	Epithelial cell	0.9103	0.6118	1
Cell2159	Endothelial cell	0.5251	0.8422	1
Cell2160	Epithelial cell	0.8916	0.8754	1
Cell2161	Endothelial cell	0.5582	0.2836	1
Cell2162	Epithelial cell	0.8512	0.8345	1
Cell2163	Epithelial cell	0.7064	0.3421	1
Cell2164	Immune (myeloid)	0.5564	0.5997	1
Cell2165	Epithelial cell	0.6246	0.3488	1
Cell2166	Epithelial cell	0.6627	0.6157	1
Cell2167	Epithelial cell	0.5833	0.9243	1
Cell2168	Fibroblast	0.6555	0.3727	1
Cell2169	Epithelial cell	0.9911	0.9998	1
Cell2170	Epithelial cell	0.9552	0.2074	1
Cell2171	Fibroblast	0.6405	0.3979	1
Cell2172	Epithelial cell	0.8792	0.5127	1
Cell2173	Epithelial cell	0.5757	0.3555	1
Cell2174	Epithelial cell	0.976	0.2271	1
Cell2175	Fibroblast	0.5829	0.289	1
Cell2176	Epithelial cell	0.6699	0.4219	1
Cell2177	Adipocyte	0.7596	0.8016	1
Cell2178	Epithelial cell	0.9745	0.5241	1
Cell2179	Fibroblast	0.4654	0.9608	1
Cell2180	Epithelial cell	0.6546	0.1073	1
Cell2181	Epithelial cell	0.6179	0.5051	1
Cell2182	Epithelial cell	0.7003	0.4688	1
Cell2183	Epithelial cell	0.7796	0.135	1
Cell2184	Endothelial cell	0.894	0.3304	1
Cell2185	Adipocyte	0.5124	0.2082	1
Cell2186	Epithelial cell	0.6766	0.2434	1
Cell2187	Epithelial cell	0.9396	0.7493	1
Cell2188	Endothelial cell	0.5588	0.4395	1
Cell2189	Adipocyte	0.9471	0.1479	1
Cell2190	Epithelial cell	0.8282	0.813	1
Cell2191	Epithelial cell	0.9961	0.4381	1
Cell2192	Epithelial cell	0.8169	0.526	1
Cell2193	Epithelial cell	0.6868	0.368	1
Cell2194	Fibroblast	0.7642	0.5178	1
Cell2195	Adipocyte	0.8462	0.0975	1
Cell2196	Epithelial cell	0.5604	0.8636	1
Cell2197	Fibroblast	0.5913	0.6377	1
Cell2198	Fibroblast	0.909	0.0658	1
Cell2199	Adipocyte	0.7195	0.9589	1
Cell2200	Epithelial cell	0.5639	0.3425	1
Cell2201	Fibroblast	0.5778	0.5552	1
Cell2202	Adipocyte	0.9046	0.3389	1
Cell2203	Epithelial cell	0.7907	0.0341	1
Cell2204	Fibroblast	0.9484	0.447	1
Cell2205	Epithelial cell	0.6666	0.2192	1
Cell2206	Adipocyte	0.49	0.9983	1
Cell2207	Adipocyte	0.6144	0.265	1
Cell2208	Adipocyte	0.6439	0.8552	1
Cell2209	Endothelial cell	0.4609	0.0676	1
Cell2210	Epithelial cell	0.9324	0.9093	1
Cell2211	Epithelial cell	0.9893	0.0807	1
Cell2212	Epithelial cell	0.8158	0.4872	1
Cell2213	Epithelial cell	0.7855	0.0657	1
Cell2214	Fibroblast	0.6139	0.6596	1
Cell2215	Endothelial cell	0.7165	6e-4	1
Cell2216	Fibroblast	0.7701	0.9867	1
Cell2217	Epithelial cell	0.6868	0.0758	1
Cell2218	Epithelial cell	0.8262	0.9207	1
Cell2219	Epithelial cell	0.6937	0.0725	1
Cell2220	Immune (myeloid)	0.6425	0.1357	1
Cell2221	Adipocyte	0.7767	0.4143	1
Cell2222	Endothelial cell	0.5019	0.2912	1
Cell2223	Epithelial cell	0.6832	0.5357	1
Cell2224	Fibroblast	0.7047	0.256	1
Cell2225	Epithelial cell	0.5432	0.1772	1
Cell2226	Epithelial cell	0.9447	0.654	1
Cell2227	Adipocyte	0.9498	0.442	1
Cell2228	Adipocyte	0.9848	0.4865	1
Cell2229	Adipocyte	0.8972	0.6538	1
Cell2230	Adipocyte	0.6459	0.1707	1
Cell2231	Epithelial cell	0.921	0.2251	1
Cell2232	Epithelial cell	0.9944	0.9943	1
Cell2233	Epithelial cell	0.7496	0.1473	1
Cell2234	Epithelial cell	0.5219	0.1377	1
Cell2235	Epithelial cell	0.7853	0.9358	1
Cell2236	Adipocyte	0.7519	0.5698	1
Cell2237	Endothelial cell	0.6395	0.4759	1
Cell2238	Endothelial cell	0.451	0.0834	1
Cell2239	Epithelial cell	0.7508	0.2152	1
Cell2240	Muscle	0.6361	0.8255	1
Cell2241	Adipocyte	0.9335	0.3629	1
Cell2242	Fibroblast	0.644	0.3009	1
Cell2243	Adipocyte	0.8763	0.6852	1
Cell2244	Epithelial cell	0.6378	0.3394	1
Cell2245	Immune (myeloid)	0.9668	0.3865	1
Cell2246	Adipocyte	0.8208	0.7456	1
Cell2247	Endothelial cell	0.7691	0.3181	1
Cell2248	Muscle	0.8928	0.8789	1
Cell2249	Adipocyte	0.7905	0.9763	1
Cell2250	Epithelial cell	0.8168	0.2222	1
Cell2251	Endothelial cell	0.8989	0.9789	1
Cell2252	Adipocyte	0.8313	0.3502	1
Cell2253	Epithelial cell	0.8436	0.0668	1
Cell2254	Epithelial cell	0.5227	0.9481	1
Cell2255	Epithelial cell	0.5418	0.9377	1
Cell2256	Endothelial cell	0.8042	0.4102	1
Cell2257	Immune (myeloid)	0.7911	0.5876	1
Cell2258	Epithelial cell	0.936	0.0208	1
Cell2259	Fibroblast	0.8082	0.663	1
Cell2260	Epithelial cell	0.7422	0.4081	1
Cell2261	Fibroblast	0.8753	0.4436	1
Cell2262	Endothelial cell	0.8062	0.6829	1
Cell2263	Epithelial cell	0.9466	0.9127	1
Cell2264	Epithelial cell	0.7926	0.6781	1
Cell2265	Fibroblast	0.7881	0.2656	1
Cell2266	Adipocyte	0.6955	0.6672	1
Cell2267	Fibroblast	0.4797	0.8003	1
Cell2268	Epithelial cell	0.9777	0.0995	1
Cell2269	Epithelial cell	0.7952	0.6146	1
Cell2270	Adipocyte	0.9509	0.317	1
Cell2271	Adipocyte	0.9487	0.161	1
Cell2272	Adipocyte	0.5917	0.653	1
Cell2273	Adipocyte	0.8191	0.8646	1
Cell2274	Epithelial cell	0.768	0.3825	1
Cell2275	Immune (myeloid)	0.6445	0.7864	1
Cell2276	Endothelial cell	0.6005	0.6893	1
Cell2277	Fibroblast	0.8363	0.167	1
Cell2278	Epithelial cell	0.6917	0.831	1
Cell2279	Epithelial cell	0.553	0.01	1
Cell2280	Adipocyte	0.8827	0.5449	1
Cell2281	Epithelial cell	0.937	0.6477	1
Cell2282	Adipocyte	0.9478	0.2069	1
Cell2283	Fibroblast	0.697	0.1536	1
Cell2284	Immune (myeloid)	0.8669	0.223	1
Cell2285	Epithelial cell	0.6917	0.1675	1
Cell2286	Epithelial cell	0.9806	0.2693	1
Cell2287	Fibroblast	0.5578	0.2172	1
Cell2288	Endothelial cell	0.7141	0.5591	1
Cell2289	Adipocyte	0.7562	0.5807	1
Cell2290	Adipocyte	0.599	0.581	1
Cell2291	Muscle	0.4994	0.9551	1
Cell2292	Adipocyte	0.7125	0.8245	1
Cell2293	Endothelial cell	0.8318	0.0359	1
Cell2294	Epithelial cell	0.7487	0.3589	1
