Cell	annotation	x.loc	y.loc
Cell662	Others	8950.2225	-23.6343
Cell663	Others	9015.9006	-12.8768
Cell664	Others	9019.957	13.0308
Cell665	Others	8943.1153	-105.6358
Cell666	Others	8824.9989	167.7852
Cell667	Others	8975.2971	108.5909
Cell668	Others	8843.9457	43.4043
Cell669	Others	9002.463	-126.7294
Cell670	Others	9155.9217	-69.6856
Cell671	Others	8711.3185	505.1263
Cell672	Others	9006.7984	34.9432
Cell673	Others	8873.8776	-102.4588
Cell674	Others	9007.5184	-117.3511
Cell675	Others	8877.1964	-38.6741
Cell676	Others	8951.7166	59.3869
Cell677	Others	8996.4317	-44.3789
Cell678	Others	8917.2372	143.152
Cell679	Others	8879.1118	-12.5998
Cell680	Others	9012.8138	-50.3108
Cell681	Others	8996.1901	-97.2663
Cell682	Others	8833.8577	7.6542
Cell683	Others	8946.9578	-118.4627
Cell684	Others	8837.4782	64.1505
Cell685	Others	8965.1582	-78.4486
Cell686	Others	8902.3149	57.7573
Cell687	Others	8854.8481	113.9044
Cell688	Others	8882.9898	63.2808
Cell689	Others	8964.9129	-73.7067
Cell690	Others	8907.496	93.5881
Cell691	Others	8923.1206	120.3183
Cell692	Others	8891.5003	-0.0253
Cell693	Others	8894.0217	26.1657
Cell694	Others	8873.6491	203.4321
Cell695	Others	9107.8976	-163.1094
Cell696	Others	8949.2013	79.1405
Cell697	Others	8819.985	93.4519
Cell698	Others	8904.7454	4.8424
Cell699	Others	8811.7883	343.8972
Cell700	Others	8852.2946	-20.345
Cell701	Others	8877.7765	-89.203
Cell702	Others	8797.1743	27.345
Cell703	Others	8927.4117	-134.8136
Cell704	Others	8901.6759	87.66
Cell705	Others	8936.3799	194.4945
Cell706	Others	8958.6108	110.3266
Cell707	Others	9153.6544	-74.3124
Cell708	Others	9085.0744	45.8681
Cell709	Others	8970.4673	-25.8437
Cell710	Others	8956.0453	58.953
Cell711	Others	8917.7873	16.514
Cell712	Others	8826.6731	50.4426
Cell713	Others	8876.1419	275.3387
Cell714	Others	8853.5869	-8.6519
Cell715	Others	9097.2239	-140.7072
Cell716	Others	8857.1879	105.4688
Cell717	Others	9030.624	32.386
Cell718	Others	9029.9768	-42.3762
Cell719	Others	8952.337	103.2176
Cell720	Others	8991.092	63.8252
Cell721	Others	8975.0483	-129.678
Cell722	Others	8851.971	4.9507
Cell723	Others	8819.032	-74.2261
Cell724	Others	8905.9938	82.3927
Cell725	Others	8784.539	-19.9094
Cell726	Others	8959.8463	-166.3676
Cell727	Others	8905.1635	25.5318
Cell728	Others	8892.0052	-10.974
Cell729	Others	8958.7875	-61.7337
Cell730	Others	8958.451	155.2965
Cell731	Others	8962.4231	4.6402
Cell732	Others	9243.7323	-157.2498
Cell733	Others	9268.4747	-176.3871
Cell734	Others	8841.1677	333.0531
Cell735	Others	8962.9798	70.9958
Cell736	Others	8967.1735	39.4206
Cell737	Others	9162.2332	-74.7945
Cell738	Others	9062.894	79.0563
Cell739	Others	8910.5493	-15.0755
Cell740	Others	8979.566	28.4552
Cell741	Others	8963.3241	163.1327
Cell742	Others	8837.3073	26.3076
Cell743	Others	8876.2072	293.183
Cell744	Others	8939.5653	55.8071
Cell745	Others	8907.1454	47.1663
Cell746	Others	8908.4961	117.8815
Cell747	Others	9001.5341	-23.7385
Cell748	Others	8929.163	154.9686
Cell749	Others	9253.3439	-188.0512
Cell750	Others	8800.8745	25.7974
Cell751	Others	8895.9598	177.0007
Cell752	Others	8911.1355	-26.0547
Cell753	Others	9003.9557	81.5459
Cell754	Others	8887.31	-17.8365
Cell755	Others	8986.7898	-39.7288
Cell756	Others	8964.9448	23.2899
Cell757	Others	9279.8312	-183.5491
Cell758	Others	8866.5919	-33.5824
Cell759	Others	9265.0028	-184.4331
Cell760	Others	8926.8062	176.1016
Cell761	Others	8915.6038	67.0901
Cell762	Others	8952.1121	45.8855
Cell763	Others	8894.7511	27.7727
Cell764	Others	8881.9168	-38.496
Cell765	Others	8955.4763	18.2807
Cell766	Others	8946.2927	127.2456
Cell767	Others	9071.951	-11.5264
Cell768	Others	8850.1946	-84.3656
Cell769	Others	9017.3772	88.7518
Cell770	Others	9123.8765	-111.2052
Cell771	Others	9261.6932	-174.4585
Cell772	Others	9125.7572	-69.0573
Cell773	Others	8917.4386	91.5904
Cell774	Others	8863.0687	248.6568
Cell775	Others	8941.4148	44.1635
Cell776	Others	8617.3124	604.0816
Cell777	Others	8937.6646	-26.8433
Cell778	Others	8950.836	-19.5426
Cell779	Others	9169.5302	-145.9061
Cell780	Others	8942.9751	9.5837
Cell781	Others	8994.55	-13.9616
Cell782	Others	8916.7517	92.9593
Cell783	Others	9028.7956	70.2243
Cell784	Others	9008.5572	-41.1783
Cell785	Others	8909.7197	158.6457
Cell786	Others	8887.1033	-24.6145
Cell787	Others	8859.3226	-54.3249
Cell788	Others	8925.0061	-107.2499
Cell789	Others	8802.8493	-36.166
Cell790	Others	8898.578	61.6025
Cell791	Others	9262.3379	-190.9367
Cell792	Others	8896.168	70.2377
Cell793	Others	9095.0023	-103.938
Cell794	Others	8838.422	196.7635
Cell795	Others	8962.8751	89.3717
Cell796	Others	8944.9106	23.096800000000002
Cell797	Others	8892.5546	114.9411
Cell798	Others	9200.674	-83.3722
Cell799	Others	8918.6359	-46.222
Cell800	Others	8732.9084	474.0159
Cell801	Others	8906.5759	243.949
Cell802	Others	8867.8338	156.7023
Cell803	Others	8860.0357	40.0828
Cell804	Others	8872.494	110.745
Cell805	Others	9006.3419	74.1914
Cell806	Others	8691.0255	526.6215
Cell807	Others	8895.766	56.5943
Cell808	Others	8832.4511	122.0754
Cell809	Others	8842.2508	307.4008
Cell810	Others	8836.9724	37.0787
Cell811	Others	8864.053	97.3781
Cell812	Others	8847.9813	-31.8335
Cell813	Others	8899.1174	124.462
Cell814	Others	9090.0943	-154.0469
Cell815	Others	9080.7038	57.1674
Cell816	Others	8973.3756	12.2262
Cell817	Others	8866.1918	-141.1325
Cell818	Others	8887.6224	181.0174
Cell819	Others	8914.5542	82.2593
Cell820	Others	8993.5046	-50.9602
Cell821	Others	8840.2175	-61.1862
Cell822	Others	8914.109	1.412
Cell823	Others	8903.6837	138.5168
Cell824	Others	9029.8273	82.8687
Cell825	Others	8980.7603	-111.2337
Cell826	Others	9133.5751	-105.4101
Cell827	Others	8919.9863	7.4715
Cell828	Others	8851.0822	-31.4227
Cell829	Others	8952.293	210.1541
Cell830	Others	8933.1473	-23.8242
Cell831	Others	8844.9541	210.9594
Cell832	Others	8971.2223	2.3825
Cell833	Others	9006.4965	-89.0519
Cell834	Others	9048.8566	17.2752
Cell835	Others	8998.45	-53.7095
Cell836	Others	8857.0388	122.4706
Cell837	Others	8853.7101	135.2512
Cell838	Others	8841.8406	-114.2592
Cell839	Others	9191.8316	-87.2074
Cell840	Others	9027.9592	-38.5847
Cell841	Others	8982.0029	61.8102
Cell842	Others	9027.8638	21.6154
Cell843	Others	9065.215	0.4813
Cell844	Others	8907.3965	163.6319
Cell845	Others	8984.4408	1.7458
Cell846	Others	8952.1827	23.2681
Cell847	Others	8901.5117	192.3989
Cell848	Others	9014.3591	-76.9134
Cell849	Others	8855.1922	156.6716
Cell850	Others	8938.9026	-103.1971
Cell851	Others	8986.129	-53.757
Cell852	Others	8981.1906	45.1361
Cell853	Others	8897.0352	53.8043
Cell854	Others	8913.2764	121.5532
Cell855	Others	8868.963	-137.6259
Cell856	Others	8870.4565	44.8058
Cell857	Others	8950.0587	-65.9045
Cell858	Others	9136.6216	-52.3459
Cell859	Others	8870.8728	-105.4359
Cell860	Others	8803.6006	85.0204
Cell861	Others	8884.3276	43.1014
Cell862	Others	8943.0836	64.2757
Cell863	Others	8858.8368	-96.6691
Cell864	Others	8828.3164	26.3669
Cell865	Others	8920.6218	-4.6222
Cell866	Others	8941.6434	108.8142
Cell867	Others	9012.8755	-46.9085
Cell868	Others	9204.4868	-87.5545
Cell869	Others	8982.9989	32.727
Cell870	Others	9030.4209	-87.6631
Cell871	Others	8940.3538	-61.9516
Cell872	Others	8841.9795	181.0356
Cell873	Others	9015.5121	4.5695
Cell874	Others	8880.4878	-73.712
Cell875	Others	8915.9795	89.9722
Cell876	Others	9212.8055	-107.8922
Cell877	Others	8912.1168	109.0948
Cell878	Others	9112.9765	-13.9192
Cell879	Others	8970.2992	113.3995
Cell880	Others	8918.9518	97.5384
Cell881	Others	8891.0712	-54.9463
Cell882	Others	8821.9712	-11.6422
Cell883	Others	9281.0178	-186.3701
Cell884	Others	9130.4631	-92.2139
Cell885	Others	8817.5397	-21.8185
Cell886	Others	8891.4025	-42.9342
Cell887	Others	8824.3595	234.849
Cell888	Others	8818.5022	125.4185
Cell889	Others	8911.2242	133.2969
Cell890	Others	8973.9619	-68.9715
Cell891	Others	8860.3868	73.0071
Cell892	Others	8926.9953	197.1537
Cell893	Others	8885.4067	4.6162
Cell894	Others	9207.271	-129.7109
Cell895	Others	9100.1445	-129.8711
Cell896	Others	9223.676	-118.6586
Cell897	Others	8857.6122	-12.661
Cell898	Others	9164.0801	-66.9389
Cell899	Others	9229.3603	-155.4582
Cell900	Others	8959.4296	205.8241
Cell901	Others	8962.1415	188.7889
Cell902	Others	8898.5398	19.7654
Cell903	Others	8899.6842	-174.6163
Cell904	Others	8935.7505	88.1819
Cell905	Others	8933.4225	154.9105
Cell906	Others	9151.5516	-87.2239
Cell907	Others	8964.8746	79.1789
Cell908	Others	8882.2389	199.6622
Cell909	Others	8933.4883	-70.3356
Cell910	Others	8904.0627	45.9557
Cell911	Others	8821.3586	-22.4785
Cell912	Others	8836.4096	-0.3886
Cell913	Others	8844.8657	-52.3358
Cell914	Others	9204.0312	-112.9036
Cell915	Others	8924.3005	53.0077
Cell916	Others	9007.2765	111.0543
Cell917	Others	8946.2231	10.1515
Cell918	Others	8939.535	44.8976
Cell919	Others	8941.1093	78.6461
Cell920	Others	8827.6795	112.9602
Cell921	Others	8888.8104	81.2418
Cell922	Others	8821.2634	-56.2543
Cell923	Others	8938.103	-91.5801
Cell924	Others	8903.5257	-90.7436
Cell925	Others	8934.1334	56.1018
Cell926	Others	8982.353	-86.6357
Cell927	Others	9017.919	28.6165
Cell928	Others	9147.4356	-77.1873
Cell929	Others	9160.9871	-51.5011
Cell930	Others	8863.4831	163.424
Cell931	Others	9257.8037	-182.6834
Cell932	Others	9121.7208	13.8462
Cell933	Others	8927.2517	19.8942
Cell934	Others	8977.8253	36.626
Cell935	Others	8845.8516	87.05
Cell936	Others	9000.5893	-96.5792
Cell937	Others	8961.6142	-20.5454
Cell938	Others	9251.1939	-144.693
Cell939	Others	8892.9412	2.5443
Cell940	Others	9248.5172	-153.5688
Cell941	Others	8894.7891	45.7053
Cell942	Others	8950.748	-108.8628
Cell943	Others	8896.0978	-53.6639
Cell944	Others	8964.2178	-66.0246
Cell945	Others	8888.6267	293.345
Cell946	Others	8916.455	58.2066
Cell947	Others	8880.8127	61.2702
Cell948	Others	8941.7753	57.8298
Cell949	Others	8840.8489	243.0278
Cell950	Others	9027.2467	-153.3364
Cell951	Others	8909.4744	58.65
Cell952	Others	8995.1535	-72.8705
Cell953	Others	8885.679	200.2176
Cell954	Others	9028.1707	-134.0946
Cell955	Others	9002.01	73.2129
Cell956	Others	8877.496	129.6224
Cell957	Others	8840.5219	88.1723
Cell958	Others	8942.4002	17.9382
Cell959	Others	9254.0748	-180.7109
Cell960	Others	9121.8814	-168.2946
Cell961	Others	8869.185	74.3053
Cell962	Others	9000.1916	-12.5766
Cell963	Others	8891.8581	37.4729
Cell964	Others	9017.7425	64.2321
Cell965	Others	9011.1803	29.6866
Cell966	Others	8958.5768	13.0262
Cell967	Others	8900.1654	113.2118
Cell968	Others	8903.3659	9.6153
Cell969	Others	8926.9277	-123.1288
Cell970	Others	8759.4823	442.5885
Cell971	Others	8963.2067	157.9485
Cell972	Others	9256.5325	-156.8752
Cell973	Others	8845.6075	-106.0755
Cell974	Others	8972.8008	83.0796
Cell975	Others	8858.2922	101.3166
Cell976	Others	8885.5088	-65.6872
Cell977	Others	8944.373	197.8786
Cell978	Others	8868.4509	-96.4987
Cell979	Others	8903.5187	140.3088
Cell980	Others	9169.9763	-47.2566
Cell981	Others	8993.1293	-81.7338
Cell982	Others	8964.2156	-130.0374
Cell983	Others	8857.0605	-29.8241
Cell984	Others	8861.5124	-79.1359
Cell985	Others	9276.9697	-177.5311
Cell986	Others	9127.6335	-7.7678
Cell987	Others	8933.8962	170.0676
Cell988	Others	9069.6826	-9.2705
Cell989	Others	9047.0734	28.4914
Cell990	Others	8959.2244	-7.0813
Cell991	Others	8802.7222	396.2027
Cell992	Others	8925.6721	42.0114
Cell993	Others	9112.2115	-112.7352
Cell994	Others	9024.2632	-163.638
Cell995	Others	8909.7794	40.6575
Cell996	Others	9064.1888	44.711
Cell997	Others	8887.9328	169.5227
Cell998	Others	8935.2594	189.3663
Cell999	Others	8771.5152	430.8364
Cell1000	Others	8993.2959	-141.8755
Cell1001	Others	8984.1538	-19.9846
Cell1002	Others	9217.7447	-112.6154
Cell1003	Others	8887.4547	132.3965
Cell1004	Others	8850.5849	-9.7402
Cell1005	Others	8924.9751	133.4014
Cell1006	Others	8895.4476	177.4272
Cell1007	Others	9221.5664	-114.9104
Cell1008	Others	8879.7806	43.6008
Cell1009	Others	8867.1191	68.2507
Cell1010	Others	8960.9769	-157.0316
Cell1011	Others	8916.606	69.4449
Cell1012	Others	8862.5604	-110.1926
Cell1013	Others	8934.9362	43.965
Cell1014	Others	9100.6854	-33.5674
Cell1015	Others	8907.7346	-177.9578
Cell1016	Others	8867.5732	35.2269
Cell1017	Others	9003.5523	42.2332
Cell1018	Others	8958.9025	1.9901
Cell1019	Others	9034.657	-64.2938
Cell1020	Others	8922.3016	121.8887
Cell1021	Others	8962.9793	58.1765
Cell1022	Others	8956.9492	-35.053
Cell1023	Others	8909.0243	240.721
Cell1024	Others	8883.0392	91.8739
Cell1025	Others	8901.6489	-135.2272
Cell1026	Others	8940.9275	-159.6563
Cell1027	Others	8991.5703	61.5538
Cell1028	Others	9002.7986	-60.9331
Cell1029	Others	8956.7567	13.0841
Cell1030	Others	9010.7553	-60.1231
Cell1031	Others	8816.9787	18.5837
Cell1032	Others	8829.159	43.8158
Cell1033	Others	8920.0161	221.5087
Cell1034	Others	8854.4271	232.079
Cell1035	Others	8903.5491	-116.8021
Cell1036	Others	8898.7172	-41.7227
Cell1037	Others	9266.3761	-159.8695
Cell1038	Others	9114.8469	9.8064
Cell1039	Others	8847.0784	-51.4874
Cell1040	Others	8889.8194	59.2848
Cell1041	Others	8871.107	119.6194
Cell1042	Others	8839.88	-19.6451
Cell1043	Others	8909.5307	-73.8715
Cell1044	Others	8960.3023	65.5084
Cell1045	Others	9159.7024	-101.711
Cell1046	Others	8910.1657	21.0607
Cell1047	Others	8915.4883	-16.1488
Cell1048	Others	9015.8502	34.3659
Cell1049	Others	9089.048	-47.8885
Cell1050	Others	8879.9927	286.4041
Cell1051	Others	8893.2789	-103.8918
Cell1052	Others	8892.2222	-23.2628
Cell1053	Others	8977.158	49.1666
Cell1054	Others	8936.7797	-134.2288
Cell1055	Others	8861.5736	-2.092
Cell1056	Others	8999.6035	-0.0033
Cell1057	Others	9222.2104	-131.5486
Cell1058	Others	8809.327	-9.4988
Cell1059	Others	8818.0725	-49
Cell1060	Others	8852.6793	16.2638
Cell1061	Others	8872.1147	66.9556
Cell1062	Others	9085.5915	-75.7832
Cell1063	Others	8926.2558	3.9729
Cell1064	Others	8845.7643	292.6217
Cell1065	Others	8913.4334	-55.2626
Cell1066	Others	8868.9055	138.0266
Cell1067	Others	8874.7141	96.0219
Cell1068	Others	8815.3544	124.9091
Cell1069	Others	8988.0472	169.7184
Cell1070	Others	8887.5635	235.0023
Cell1071	Others	8819.3289	368.8262
Cell1072	Others	8819.8552	168.8773
Cell1073	Others	9100.2858	-43.5904
Cell1074	Others	8791.3813	9.094
Cell1075	Others	8865.1922	5.2652
Cell1076	Others	9252.188	-144.3636
Cell1077	Others	8854.1122	-55.4607
Cell1078	Others	9034.8072	111.2676
Cell1079	Others	9210.9419	-110.8835
Cell1080	Others	8964.3215	160.7667
Cell1081	Others	8862.5844	16.1701
Cell1082	Others	8887.5553	-57.7734
Cell1083	Others	8841.088	-43.3082
Cell1084	Others	9063.0749	-9.3347
Cell1085	Others	9087.4014	-65.3201
Cell1086	Others	8980.0476	156.6638
Cell1087	Others	9105.6073	-146.2781
Cell1088	Others	8993.0612	-102.3568
Cell1089	Others	8778.4567	-74.6284
Cell1090	Others	8757.9628	439.6691
Cell1091	Others	8887.3118	-45.7214
Cell1092	Others	8902.5409	-58.722
Cell1093	Others	8948.1336	203.9404
Cell1094	Others	8928.8105	-61.4816
Cell1095	Others	9057.5218	-11.6326
Cell1096	Others	8935.1422	180.6191
Cell1097	Others	9261.5826	-167.2719
Cell1098	Others	8870.8752	-123.9629
Cell1099	Others	8869.43	-143.7326
Cell1100	Others	8916.402	109.9437
Cell1101	Others	8883.7202	-39.7348
Cell1102	Others	8798.999	110.3073
Cell1103	Others	9027.3337	79.433
Cell1104	Others	8948.396	75.6824
Cell1105	Others	8988.7109	87.7621
Cell1106	Others	8953.3591	18.8784
Cell1107	Others	8951.4488	-51.6689
Cell1108	Others	8900.5786	163.27440000000001
Cell1109	Others	8844.5585	140.039
Cell1110	Others	8900.0294	-35.5765
Cell1111	Others	8957.3488	24.6117
Cell1112	Others	8890.5018	-57.3493
Cell1113	Others	9046.5764	-26.7938
Cell1114	Others	8936.3534	92.2568
Cell1115	Others	8954.8416	128.7047
Cell1116	Others	8923.3353	31.6293
Cell1117	Others	8887.4568	98.0641
Cell1118	Others	9035.2464	-135.3227
Cell1119	Others	8954.5604	-137.0875
Cell1120	Others	9138.4211	-75.734
Cell1121	Others	8968.6381	30.232
Cell1122	Others	8901.1547	101.2548
Cell1123	Others	9011.5365	54.4577
Cell1124	Others	8863.561	41.8627
Cell1125	Others	8930.8733	-115.5175
Cell1126	Others	8924.9923	-78.7704
Cell1127	Others	8858.8638	64.3849
Cell1128	Others	8913.1841	13.506
Cell1129	Others	8925.9579	-91.7711
Cell1130	Others	8846.2872	165.5717
Cell1131	Others	8968.3491	5.919
Cell1132	Others	8921.2021	-73.7647
Cell1133	Others	8836.5454	14.8036
Cell1134	Others	8871.9051	7.9967
Cell1135	Others	8828.5261	-72.0424
Cell1136	Others	9169.4838	-106.8106
Cell1137	Others	8920.638	-59.1195
Cell1138	Others	8974.7709	46.1905
Cell1139	Others	8880.3726	103.5627
Cell1140	Others	9037.551	-47.6431
Cell1141	Others	8878.2673	255.5827
Cell1142	Others	8842.4231	-21.0858
Cell1143	Others	8932.8633	-22.5953
Cell1144	Others	8825.684	20.1179
Cell1145	Others	8846.5638	63.5756
Cell1146	Others	9182.4433	-128.9786
Cell1147	Others	9089.894	-63.2433
Cell1148	Others	8868.5485	-19.9556
Cell1149	Others	8860.3715	196.314
Cell1150	Others	8722.5324	487.048
Cell1151	Others	8919.8967	-2.8837
Cell1152	Others	9035.1761	44.1046
Cell1153	Others	9150.6024	-42.6722
Cell1154	Others	8883.1373	109.6853
Cell1155	Others	8987.7312	-84.5699
Cell1156	Others	8898.3802	23.8475
Cell1157	Others	8952.1831	-129.6715
Cell1158	Others	8906.0529	20.0296
Cell1159	Others	8806.8932	14.6475
Cell1160	Others	8966.0264	1.4336
Cell1161	Others	8867.5739	142.3137
Cell1162	Others	8918.5699	-97.8171
Cell1163	Others	9002.8928	8.3307
Cell1164	Others	9205.625	-111.2678
Cell1165	Others	8830.1612	131.4522
Cell1166	Others	8940.1895	152.1295
Cell1167	Others	8836.4391	283.53
Cell1168	Others	8877.2523	54.2994
Cell1169	Others	8844.8498	26.2649
Cell1170	Others	9020.6306	11.9754
Cell1171	Others	8856.2042	95.3486
Cell1172	Others	8910.1367	-51.1539
Cell1173	Others	8947.1181	-73.1934
Cell1174	Others	8872.6825	-40.522
Cell1175	Others	9045.6142	43.8904
Cell1176	Others	8657.7428	565.1761
Cell1177	Others	8961.9731	-112.6911
Cell1178	Others	9185.6013	-139.3936
Cell1179	Others	8873.2919	206.5194
Cell1180	Others	8979.5039	-86.0903
Cell1181	Others	8917.3166	-76.6324
Cell1182	Others	8911.4797	-38.5775
Cell1183	Others	8848.459	-99.185
Cell1184	Others	8886.488	24.5486
Cell1185	Others	8902.935	-55.4715
Cell1186	Others	9114.4108	-112.0623
Cell1187	Others	9014.4246	139.0429
Cell1188	Others	9009.1708	-38.5977
Cell1189	Others	8941.1983	-163.1587
Cell1190	Others	8932.6637	-104.8995
Cell1191	Others	8909.9348	87.9089
Cell1192	Others	8950.609	114.766
Cell1193	Others	9009.3004	-41.1539
Cell1194	Others	8947.0633	34.6395
Cell1195	Others	9282.3136	-180.8029
Cell1196	Others	9001.1073	78.3033
Cell1197	Others	8914.8469	-154.9272
Cell1198	Others	8854.2596	-20.3204
Cell1199	Others	8954.5738	-141.5915
Cell1200	Others	8894.2171	50.8905
Cell1201	Others	8969.8841	28.5134
Cell1202	Others	8896.9761	-130.0101
Cell1203	Others	8927.8795	-20.2359
Cell1204	Others	9066.6422	29.3605
Cell1205	Others	9038.2026	62.8416
Cell1206	Others	9265.2203	-161.0722
Cell1207	Others	8853.4983	95.5302
Cell1208	Others	8898.1659	227.5533
Cell1209	Others	8873.3565	-119.217
Cell1210	Others	9183.4729	-110.3467
Cell1211	Others	8985.7983	109.3691
Cell1212	Others	8804.5785	34.3775
Cell1213	Others	9176.0825	-116.8054
Cell1214	Others	8857.1306	255.4493
Cell1215	Others	8923.6247	-25.8066
Cell1216	Others	8868.4173	9.2417
Cell1217	Others	8964.2371	62.2148
Cell1218	Others	9048.7014	-24.1733
Cell1219	Others	8843.1335	-87.6554
Cell1220	Others	8988.7042	134.7072
Cell1221	Others	8834.9744	-4.1662
Cell1222	Others	8883.6578	-55.1183
Cell1223	Others	8893.4947	11.7338
Cell1224	Others	8906.0388	30.8731
Cell1225	Others	8854.0563	-70.2108
Cell1226	Others	9009.2506	109.9878
Cell1227	Others	9228.9882	-172.0528
Cell1228	Others	9106.6815	-31.1086
Cell1229	Others	9011.665	-11.2021
Cell1230	Others	8828.2515	227.1045
Cell1231	Others	9004.1397	43.8591
Cell1232	Others	8983.5683	111.7034
Cell1233	Others	8847.7541	85.8911
Cell1234	Others	8988.0632	-103.1986
Cell1235	Others	9168.6304	-62.3172
Cell1236	Others	8848.3795	-20.89
Cell1237	Others	8995.7707	-6.7662
Cell1238	Others	8876.213	39.5192
Cell1239	Others	8907.9316	132.179
Cell1240	Others	8870.608	176.97
Cell1241	Others	8852.0372	319.0571
Cell1242	Others	8961.6644	-117.5397
Cell1243	Others	8867.9216	12.0778
Cell1244	Others	9032.3328	-29.9509
Cell1245	Others	8945.24	-33.3863
Cell1246	Others	8863.9391	-22.4334
Cell1247	Others	8930.7926	9.1807
Cell1248	Others	9037.8625	-32.4534
Cell1249	Others	8897.279	138.7507
Cell1250	Others	8885.0305	100.8999
Cell1251	Others	9028.1874	63.3702
Cell1252	Others	8939.881	-47.5175
Cell1253	Others	8857.0881	95.7405
Cell1254	Others	9261.5957	-163.4652
Cell1255	Others	8899.0935	35.6039
Cell1256	Others	9175.184	-79.0804
Cell1257	Others	8912.5591	-44.3353
Cell1258	Others	8935.4404	6.6722
Cell1259	Others	8997.986	-92.7262
Cell1260	Others	8903.1434	-91.2073
Cell1261	Others	8785.6386	112.2024
Cell1262	Others	8820.0455	38.4991
Cell1263	Others	8817.7149	49.1663
Cell1264	Others	8935.4127	43.8595
Cell1265	Others	8829.8077	52.7117
Cell1266	Others	9046.6635	-71.3987
Cell1267	Others	9028.3957	-33.9798
Cell1268	Others	8864.0031	203.8388
Cell1269	Others	8920.4759	-8.7674
Cell1270	Others	8897.6786	-59.3608
Cell1271	Others	8740.968	427.3779
Cell1272	Others	8895.0679	-0.0935
Cell1273	Others	9267.3966	-177.0915
Cell1274	Others	8815.9223	-78.3067
Cell1275	Others	8800.9907	243.4968
Cell1276	Others	8880.7504	-56.5806
Cell1277	Others	9055.1321	-97.055
Cell1278	Others	8942.174	-151.1886
Cell1279	Others	9069.9596	-10.3434
Cell1280	Others	9012.3244	41.0242
Cell1281	Others	9000.7055	-112.6329
Cell1282	Others	8901.5383	19.4094
Cell1283	Others	8921.1805	71.8367
Cell1284	Others	8889.9514	70.5413
Cell1285	Others	8793.2582	219.3153
Cell1286	Others	8827.2398	-77.3075
Cell1287	Others	8879.5793	-55.5398
Cell1288	Others	8846.9107	-28.0272
Cell1289	Others	8939.4226	-6.1128
Cell1290	Others	8908.3169	23.6664
Cell1291	Others	8817.03	64.7038
Cell1292	Others	8815.6806	57.0547
Cell1293	Others	9113.7278	-102.1656
Cell1294	Others	8889.9468	-82.3069
Cell1295	Others	8895.3214	-69.2511
Cell1296	Others	8965.5337	-78.461
Cell1297	Others	8971.9439	109.8799
Cell1298	Others	8906.1781	-26.7194
Cell1299	Others	9069.0338	11.1891
Cell1300	Others	8899.4753	-75.0252
Cell1301	Others	8852.9161	175.6948
Cell1302	Others	8873.9288	-39.7932
Cell1303	Others	8800.2201	225.8449
Cell1304	Others	8822.0385	-61.3619
Cell1305	Others	8903.1522	195.3692
Cell1306	Others	8834.1464	-6.8977
Cell1307	Others	8984.1763	63.5325
Cell1308	Others	8844.2533	-90.8145
Cell1309	Others	8934.69	-103.2939
Cell1310	Others	8922.4957	-28.3144
Cell1311	Others	8821.581	47.785
Cell1312	Others	8987.6838	30.4434
Cell1313	Others	9020.1005	67.8613
Cell1314	Others	8995.5347	-48.1658
Cell1315	Others	8841.7074	255.0739
Cell1316	Others	8983.7008	80.8647
Cell1317	Others	8955.94	24.3898
Cell1318	Others	8884.0535	-40.4311
Cell1319	Others	8902.6484	241.5895
Cell1320	Others	9102.502	-7.628
Cell1321	Others	8969.6353	-157.4185
Cell1322	Others	8917.5399	-52.7702
Cell1323	Others	8912.1879	88.4496
Cell1324	Others	8869.293	16.0403
Cell1325	Others	9020.8026	-147.5631
Cell1326	Others	8934.0923	142.7751
Cell1327	Others	8995.5021	133.5911
Cell1328	Others	8875.0218	16.7894
Cell1329	Others	8834.3983	12.4978
Cell1330	Others	9018.8129	-5.592
Cell1331	Others	8971.199	-105.4556
Cell1332	Others	9102.7269	-118.8321
Cell1333	Others	9112.5711	-144.3307
Cell1334	Others	8928.0087	-22.2868
Cell1335	Others	9133.3092	-109.1149
Cell1336	Others	8917.842	178.045
Cell1337	Others	8908.6124	-62.7841
Cell1338	Others	8854.1566	269.149
Cell1339	Others	9203.3378	-89.3856
Cell1340	Others	9212.4678	-122.9884
Cell1341	Others	9016.0774	82.8591
Cell1342	Others	8815.4122	-57.3637
Cell1343	Others	8917.2461	89.2514
Cell1344	Others	8912.8292	6.7844
Cell1345	Others	8946.3556	-84.9106
Cell1346	Others	8947.5303	128.5563
Cell1347	Others	9012.1268	-26.4395
Cell1348	Others	8950.4291	-76.4851
Cell1349	Others	9055.1344	-72.0734
Cell1350	Others	8995.409	64.6446
Cell1351	Others	9041.262	49.5154
Cell1352	Others	9029.0781	-45.7128
Cell1353	Others	8866.0223	-51.4539
Cell1354	Others	8934.7423	21.0634
Cell1355	Others	8755.2167	410.9155
Cell1356	Others	8826.2186	190.2332
Cell1357	Others	8834.313	280.4021
Cell1358	Others	9134.6833	-6.5198
Cell1359	Others	9255.8587	-149.706
Cell1360	Others	8922.8881	59.1553
Cell1361	Others	9021.9772	33.0026
Cell1362	Others	9248.9686	-142.362
Cell1363	Others	8839.2184	61.4407
Cell1364	Others	8886.4123	6.4285
Cell1365	Others	8915.4513	189.247
Cell1366	Others	9161.3721	-42.7463
Cell1367	Others	9157.9005	-61.1528
Cell1368	Others	8915.8342	-161.8069
