Type	Region	CellType	GeneID	AdjCellType	AdjGene	beta
ExprAssoGenes	1	Epithelial	CHCHD5	Adipocyte	PTPN12	0.4284681937136321
ExprAssoGenes	1	Epithelial	CCDC24	Adipocyte	NAGLU	0.4284681937136321
ExprAssoGenes	1	Epithelial	CCDC137	Adipocyte	UPK3B	0.4284681937136321
ExprAssoGenes	1	Epithelial	ARMC1	Adipocyte	UBA2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ACOX3	Adipocyte	MRGPRX3	0.4284681937136321
ExprAssoGenes	1	Epithelial	TDRD6	Adipocyte	NINJ1	0.4284681937136321
ExprAssoGenes	1	Epithelial	SMCHD1	Adipocyte	MICA	0.4284681937136321
ExprAssoGenes	1	Epithelial	C9orf72	Adipocyte	CCDC13	0.4284681937136321
ExprAssoGenes	1	Epithelial	TNFRSF18	Adipocyte	HFM1	0.4284681937136321
ExprAssoGenes	1	Epithelial	DPP9	Adipocyte	IMMP2L	0.4284681937136321
ExprAssoGenes	1	Epithelial	CPLX1	Adipocyte	CHRAC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CTBP1	Adipocyte	JKAMP	0.4284681937136321
ExprAssoGenes	1	Epithelial	TRPV3	Adipocyte	ZNF556	0.4284681937136321
ExprAssoGenes	1	Epithelial	GOT2	Adipocyte	CNOT7	0.4284681937136321
ExprAssoGenes	1	Epithelial	MROH8	Adipocyte	TBC1D9B	0.4284681937136321
ExprAssoGenes	1	Epithelial	ITGB6	Adipocyte	SMNDC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	PJA2	Adipocyte	WDR60	0.4284681937136321
ExprAssoGenes	1	Epithelial	DTX1	Adipocyte	WDR86	0.4284681937136321
ExprAssoGenes	1	Epithelial	ADGRE2	Adipocyte	CHEK2	0.4284681937136321
ExprAssoGenes	1	Epithelial	SCD5	Adipocyte	GCC2	0.4284681937136321
ExprAssoGenes	1	Epithelial	P2RX4	Adipocyte	HPS4	0.4284681937136321
ExprAssoGenes	1	Epithelial	P4HTM	Adipocyte	NUPL2	0.4284681937136321
ExprAssoGenes	1	Epithelial	MED11	Adipocyte	CALHM2	0.4284681937136321
ExprAssoGenes	1	Epithelial	CEACAM19	Adipocyte	TOM1L2	0.4284681937136321
ExprAssoGenes	1	Epithelial	PRR4	Adipocyte	ZFP69	0.4284681937136321
ExprAssoGenes	1	Epithelial	FDPS	Adipocyte	LIAS	0.4284681937136321
ExprAssoGenes	1	Epithelial	USP37	Adipocyte	MESP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	SYT15	Adipocyte	TGS1	0.4284681937136321
ExprAssoGenes	1	Epithelial	ARFIP1	Adipocyte	POLDIP2	0.4284681937136321
ExprAssoGenes	1	Epithelial	FPR1	Adipocyte	PSMB7	0.4284681937136321
ExprAssoGenes	1	Epithelial	ANO3	Adipocyte	HSD17B12	0.4284681937136321
ExprAssoGenes	1	Epithelial	NYNRIN	Adipocyte	SYNPO2	0.4284681937136321
ExprAssoGenes	1	Epithelial	BPI	Adipocyte	OGFOD3	0.4284681937136321
ExprAssoGenes	1	Epithelial	LPCAT3	Adipocyte	TYW3	0.4284681937136321
ExprAssoGenes	1	Epithelial	PUS10	Adipocyte	SCIN	0.4284681937136321
ExprAssoGenes	1	Epithelial	MTO1	Adipocyte	BDH2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF311	Adipocyte	DRAP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	FAM69A	Adipocyte	SNRPF	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF14	Adipocyte	FCN2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ERI2	Adipocyte	FZR1	0.4284681937136321
ExprAssoGenes	1	Epithelial	LOXL1	Adipocyte	KNDC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	HLA-DRA	Adipocyte	LIG3	0.4284681937136321
ExprAssoGenes	1	Epithelial	RAB2A	Adipocyte	GHRL	0.4284681937136321
ExprAssoGenes	1	Epithelial	DRAM2	Adipocyte	STK31	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC25A30	Adipocyte	B3GALT4	0.4284681937136321
ExprAssoGenes	1	Epithelial	IZUMO1	Adipocyte	MFSD14B	0.4284681937136321
ExprAssoGenes	1	Epithelial	FANCF	Adipocyte	SLC46A1	0.4284681937136321
ExprAssoGenes	1	Epithelial	DOCK8	Adipocyte	EXOG	0.4284681937136321
ExprAssoGenes	1	Epithelial	PIGV	Adipocyte	MXD3	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF414	Adipocyte	ZNF708	0.4284681937136321
ExprAssoGenes	1	Epithelial	EXOC2	Adipocyte	TBRG4	0.4284681937136321
ExprAssoGenes	1	Epithelial	ALG12	Adipocyte	TTC37	0.4284681937136321
ExprAssoGenes	1	Epithelial	EVC	Adipocyte	BOD1L1	0.4284681937136321
ExprAssoGenes	1	Epithelial	PICALM	Adipocyte	NMNAT3	0.4284681937136321
ExprAssoGenes	1	Epithelial	NUDT4	Adipocyte	RPAP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	IPPK	Adipocyte	PRIMPOL	0.4284681937136321
ExprAssoGenes	1	Epithelial	MDK	Adipocyte	DPT	0.4284681937136321
ExprAssoGenes	1	Epithelial	DDX59	Adipocyte	SOD1	0.4284681937136321
ExprAssoGenes	1	Epithelial	GOLGA6L10	Adipocyte	ZNF740	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC25A32	Adipocyte	YJEFN3	0.4284681937136321
ExprAssoGenes	1	Epithelial	ATP1B1	Adipocyte	PRKCA	0.4284681937136321
ExprAssoGenes	1	Epithelial	MYL9	Adipocyte	TACSTD2	0.4284681937136321
ExprAssoGenes	1	Epithelial	FAM219B	Adipocyte	TSSK3	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC18B1	Adipocyte	TMEM123	0.4284681937136321
ExprAssoGenes	1	Epithelial	PRKD2	Adipocyte	SEMA4D	0.4284681937136321
ExprAssoGenes	1	Epithelial	PCGF2	Adipocyte	MMS22L	0.4284681937136321
ExprAssoGenes	1	Epithelial	ERICH6	Adipocyte	CDK10	0.4284681937136321
ExprAssoGenes	1	Epithelial	SETD4	Adipocyte	LRRC71	0.4284681937136321
ExprAssoGenes	1	Epithelial	PPP1R3G	Adipocyte	ZNF221	0.4284681937136321
ExprAssoGenes	1	Epithelial	TIPIN	Adipocyte	PIGBOS1	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF839	Adipocyte	IMMP1L	0.4284681937136321
ExprAssoGenes	1	Epithelial	CKAP2	Adipocyte	RAD9A	0.4284681937136321
ExprAssoGenes	1	Epithelial	PEX16	Adipocyte	AGBL3	0.4284681937136321
ExprAssoGenes	1	Epithelial	CAPN10	Adipocyte	DNAL1	0.4284681937136321
ExprAssoGenes	1	Epithelial	ENDOD1	Adipocyte	C2CD4C	0.4284681937136321
ExprAssoGenes	1	Epithelial	TOP3A	Adipocyte	AL645728.1	0.4284681937136321
ExprAssoGenes	1	Epithelial	GNPDA2	Adipocyte	TOX4	0.4284681937136321
ExprAssoGenes	1	Epithelial	PILRA	Adipocyte	SEH1L	0.4284681937136321
ExprAssoGenes	1	Epithelial	KIN	Adipocyte	FES	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNRD1	Adipocyte	USP6	0.4284681937136321
ExprAssoGenes	1	Epithelial	SPATA20	Adipocyte	SLC12A2	0.4284681937136321
ExprAssoGenes	1	Epithelial	GPRC5B	Adipocyte	SGSM2	0.4284681937136321
ExprAssoGenes	1	Epithelial	EDNRA	Adipocyte	RBL2	0.4284681937136321
ExprAssoGenes	1	Epithelial	TTC21B	Adipocyte	SMIM8	0.4284681937136321
ExprAssoGenes	1	Epithelial	CD55	Adipocyte	NME6	0.4284681937136321
ExprAssoGenes	1	Epithelial	C15orf41	Adipocyte	BCAP29	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMTC1	Adipocyte	CCDC186	0.4284681937136321
ExprAssoGenes	1	Epithelial	NEU4	Adipocyte	TAF2	0.4284681937136321
ExprAssoGenes	1	Epithelial	FAAH	Adipocyte	SPARCL1	0.4284681937136321
ExprAssoGenes	1	Epithelial	XXYLT1	Adipocyte	ANKRD30A	0.4284681937136321
ExprAssoGenes	1	Epithelial	ATP6AP1L	Adipocyte	CYP1B1	0.4284681937136321
ExprAssoGenes	1	Epithelial	SCIMP	Adipocyte	ZG16B	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMEM170A	Adipocyte	SLC13A3	0.4284681937136321
ExprAssoGenes	1	Epithelial	TBC1D20	Adipocyte	RNF144A	0.4284681937136321
ExprAssoGenes	1	Epithelial	TRIM69	Adipocyte	MAN1C1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CAMSAP1	Adipocyte	BBS2	0.4284681937136321
ExprAssoGenes	1	Epithelial	GNL3	Adipocyte	XRRA1	0.4284681937136321
ExprAssoGenes	1	Epithelial	COL6A1	Adipocyte	LY6G5C	0.4284681937136321
ExprAssoGenes	1	Epithelial	VTI1B	Adipocyte	APBB1IP	0.4284681937136321
ExprAssoGenes	1	Epithelial	MAT2B	Adipocyte	PLGRKT	0.4284681937136321
ExprAssoGenes	1	Epithelial	DSCC1	Adipocyte	HLA-B	0.4284681937136321
ExprAssoGenes	1	Epithelial	ATF1	Adipocyte	SRD5A3	0.4284681937136321
ExprAssoGenes	1	Epithelial	PAPLN	Adipocyte	PCP2	0.4284681937136321
ExprAssoGenes	1	Epithelial	DDT	Adipocyte	CNTLN	0.4284681937136321
ExprAssoGenes	1	Epithelial	TUSC1	Adipocyte	ZNF784	0.4284681937136321
ExprAssoGenes	1	Epithelial	UTP14C	Adipocyte	NRBP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CDH8	Adipocyte	P2RY12	0.4284681937136321
ExprAssoGenes	1	Epithelial	SFMBT1	Adipocyte	HRNR	0.4284681937136321
ExprAssoGenes	1	Epithelial	DTYMK	Adipocyte	SNX32	0.4284681937136321
ExprAssoGenes	1	Epithelial	ABCF1	Adipocyte	IVD	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC27A2	Adipocyte	SLC22A1	0.4284681937136321
ExprAssoGenes	1	Epithelial	FUT1	Adipocyte	ACSF3	0.4284681937136321
ExprAssoGenes	1	Epithelial	IRAK1BP1	Adipocyte	NBEAL2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF181	Adipocyte	RECQL5	0.4284681937136321
ExprAssoGenes	1	Epithelial	CCDC78	Adipocyte	FZD6	0.4284681937136321
ExprAssoGenes	1	Epithelial	DNM2	Adipocyte	PARP10	0.4284681937136321
ExprAssoGenes	1	Epithelial	PDCD11	Adipocyte	EFHD1	0.4284681937136321
ExprAssoGenes	1	Epithelial	DCPS	Adipocyte	NEURL1B	0.4284681937136321
ExprAssoGenes	1	Epithelial	FGD3	Adipocyte	ZNF649	0.4284681937136321
ExprAssoGenes	1	Epithelial	POLR2D	Adipocyte	TEX9	0.4284681937136321
ExprAssoGenes	1	Epithelial	BHMT	Adipocyte	USP40	0.4284681937136321
ExprAssoGenes	1	Epithelial	ABCA7	Adipocyte	SLX4IP	0.4284681937136321
ExprAssoGenes	1	Epithelial	TRPM4	Adipocyte	OR51E1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CEP44	Adipocyte	FLOT1	0.4284681937136321
ExprAssoGenes	1	Epithelial	NNT	Adipocyte	ZFP14	0.4284681937136321
ExprAssoGenes	1	Epithelial	CYB561D2	Adipocyte	ITIH4	0.4284681937136321
ExprAssoGenes	1	Epithelial	STX19	Adipocyte	ADAMTS13	0.4284681937136321
ExprAssoGenes	1	Epithelial	SRSF12	Adipocyte	MFHAS1	0.4284681937136321
ExprAssoGenes	1	Epithelial	GBP3	Adipocyte	PCDHB16	0.4284681937136321
ExprAssoGenes	1	Epithelial	CAPRIN2	Adipocyte	SLC38A9	0.4284681937136321
ExprAssoGenes	1	Epithelial	SHISA5	Adipocyte	DTX4	0.4284681937136321
ExprAssoGenes	1	Epithelial	SCGB2A1	Adipocyte	DIRC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CNRIP1	Adipocyte	GDI2	0.4284681937136321
ExprAssoGenes	1	Epithelial	WDYHV1	Adipocyte	GIMAP8	0.4284681937136321
ExprAssoGenes	1	Epithelial	ADAM33	Adipocyte	GATAD1	0.4284681937136321
ExprAssoGenes	1	Epithelial	TNNT3	Adipocyte	SNAPC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	NCKIPSD	Adipocyte	C19orf54	0.4284681937136321
ExprAssoGenes	1	Epithelial	BIRC7	Adipocyte	WDR6	0.4284681937136321
ExprAssoGenes	1	Epithelial	RBM23	Adipocyte	TBC1D1	0.4284681937136321
ExprAssoGenes	1	Epithelial	KIR3DL1	Adipocyte	AP1AR	0.4284681937136321
ExprAssoGenes	1	Epithelial	AADAT	Adipocyte	CAPS	0.4284681937136321
ExprAssoGenes	1	Epithelial	CCL24	Adipocyte	CORO1A	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF596	Adipocyte	RDH5	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF841	Adipocyte	ALS2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF717	Adipocyte	ZNF493	0.4284681937136321
ExprAssoGenes	1	Epithelial	NMNAT2	Adipocyte	APOBEC3D	0.4284681937136321
ExprAssoGenes	1	Epithelial	GLTP	Adipocyte	CCDC157	0.4284681937136321
ExprAssoGenes	1	Epithelial	DDX5	Adipocyte	PLA2G6	0.4284681937136321
ExprAssoGenes	1	Epithelial	LSM2	Adipocyte	TRAPPC6A	0.4284681937136321
ExprAssoGenes	1	Epithelial	GLB1L	Adipocyte	TBC1D3L	0.4284681937136321
ExprAssoGenes	1	Epithelial	GTF2H2C	Adipocyte	THBS3	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMF1	Adipocyte	LINGO4	0.4284681937136321
ExprAssoGenes	1	Epithelial	EXOC3	Adipocyte	BTBD1	0.4284681937136321
ExprAssoGenes	1	Epithelial	WBP2NL	Adipocyte	ZCCHC4	0.4284681937136321
ExprAssoGenes	1	Epithelial	EPB41L4A	Adipocyte	KIAA1109	0.4284681937136321
ExprAssoGenes	1	Epithelial	PAAF1	Adipocyte	PBX1	0.4284681937136321
ExprAssoGenes	1	Epithelial	COL26A1	Adipocyte	BDP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	SOHLH2	Adipocyte	GALNT18	0.4284681937136321
ExprAssoGenes	1	Epithelial	RAB6A	Adipocyte	RAB34	0.4284681937136321
ExprAssoGenes	1	Epithelial	FGFBP2	Adipocyte	TRIM66	0.4284681937136321
ExprAssoGenes	1	Epithelial	SMPDL3B	Adipocyte	CHMP4B	0.4284681937136321
ExprAssoGenes	1	Epithelial	IL15RA	Adipocyte	VANGL1	0.4284681937136321
ExprAssoGenes	1	Epithelial	LZTS2	Adipocyte	ANKRD23	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CPT1B	Epithelial	RNF224	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FAM208A	Epithelial	SLC30A9	0.4284681937136321
ExprAssoGenes	1	Adipocyte	THBS4	Epithelial	CD300LG	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ACVR1B	Epithelial	PIGC	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF208	Epithelial	DAB1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ABCA8	Epithelial	SEPT5	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PPFIA2	Epithelial	RABIF	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CAPN1	Epithelial	FANCG	0.4284681937136321
ExprAssoGenes	1	Adipocyte	HSDL2	Epithelial	TMED9	0.4284681937136321
ExprAssoGenes	1	Adipocyte	URAD	Epithelial	ZNF396	0.4284681937136321
ExprAssoGenes	1	Adipocyte	LIN52	Epithelial	TRIM58	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ISG15	Epithelial	NTNG1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SEMA6C	Epithelial	SMIM19	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF169	Epithelial	TMEM263	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CCAR2	Epithelial	WDR93	0.4284681937136321
ExprAssoGenes	1	Adipocyte	DMRT2	Epithelial	ANKRD65	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FIBP	Epithelial	USP20	0.4284681937136321
ExprAssoGenes	1	Adipocyte	LRRC34	Epithelial	FCER2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CENPBD1	Epithelial	HACD4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	WDR25	Epithelial	MOCS2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CLDN20	Epithelial	TMEM170B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KANSL2	Epithelial	DHX8	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PLEKHM1	Epithelial	OR52N4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	EEF2KMT	Epithelial	RIC8A	0.4284681937136321
ExprAssoGenes	1	Adipocyte	BTBD9	Epithelial	USH1C	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TLDC1	Epithelial	MMP27	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZBTB1	Epithelial	CDK15	0.4284681937136321
ExprAssoGenes	1	Adipocyte	WRB	Epithelial	OR2L13	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SERPINF1	Epithelial	NDUFS5	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SRRT	Epithelial	PRMT6	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NUP107	Epithelial	DENND4C	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TMED4	Epithelial	TMEM128	0.4284681937136321
ExprAssoGenes	1	Adipocyte	LRRFIP2	Epithelial	CPVL	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CLEC2B	Epithelial	HDLBP	0.4284681937136321
ExprAssoGenes	1	Adipocyte	EEFSEC	Epithelial	ZNF426	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TPSB2	Epithelial	ZMIZ2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	POLI	Epithelial	SLC25A38	0.4284681937136321
ExprAssoGenes	1	Adipocyte	RAPGEF5	Epithelial	KCNN2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TTLL12	Epithelial	KCNC4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	C6orf48	Epithelial	IL34	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MCOLN2	Epithelial	ZNF202	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KCNMA1	Epithelial	RNGTT	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NUDT18	Epithelial	RHOQ	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TSC22D1	Epithelial	ARSB	0.4284681937136321
ExprAssoGenes	1	Adipocyte	RAPGEF3	Epithelial	WDR27	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ADGRL4	Epithelial	PI4KA	0.4284681937136321
ExprAssoGenes	1	Adipocyte	AQP6	Epithelial	TNFRSF8	0.4284681937136321
ExprAssoGenes	1	Adipocyte	GOSR1	Epithelial	YPEL3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NUP43	Epithelial	MSLNL	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FAM184A	Epithelial	LRRC56	0.4284681937136321
ExprAssoGenes	1	Adipocyte	RSPH4A	Epithelial	GSTM2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	UQCRFS1	Epithelial	G6PC3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SRGAP1	Epithelial	SLC7A5	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NIPSNAP1	Epithelial	ZNF681	0.4284681937136321
ExprAssoGenes	1	Adipocyte	GSTM3	Epithelial	GVQW2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CMTM6	Epithelial	SPPL2B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF394	Epithelial	TXNL1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KLHL36	Epithelial	MMAB	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CCDC7	Epithelial	STAC	0.4284681937136321
ExprAssoGenes	1	Adipocyte	RAB3GAP2	Epithelial	SPDL1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CCR7	Epithelial	SFT2D1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	DGCR6	Epithelial	DDX51	0.4284681937136321
ExprAssoGenes	1	Adipocyte	WDR63	Epithelial	FAM200B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KANSL1	Epithelial	ASIC3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FUBP1	Epithelial	ST13	0.4284681937136321
ExprAssoGenes	1	Adipocyte	AP3B2	Epithelial	AADAC	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NKX6-1	Epithelial	IQCA1L	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ADRA2B	Epithelial	HMOX2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TPPP3	Epithelial	PIGN	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CCDC114	Epithelial	LRRC8B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZDHHC4	Epithelial	SMAD4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	GPR17	Epithelial	MRO	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FAM228A	Epithelial	AKAP11	0.4284681937136321
ExprAssoGenes	1	Adipocyte	IQCG	Epithelial	STIL	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KCTD10	Epithelial	C1QTNF9B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PTPN12	Epithelial	CHCHD5	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NAGLU	Epithelial	CCDC24	0.4284681937136321
ExprAssoGenes	1	Adipocyte	UPK3B	Epithelial	CCDC137	0.4284681937136321
ExprAssoGenes	1	Adipocyte	UBA2	Epithelial	ARMC1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MRGPRX3	Epithelial	ACOX3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NINJ1	Epithelial	TDRD6	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MICA	Epithelial	SMCHD1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CCDC13	Epithelial	C9orf72	0.4284681937136321
ExprAssoGenes	1	Adipocyte	HFM1	Epithelial	TNFRSF18	0.4284681937136321
ExprAssoGenes	1	Adipocyte	IMMP2L	Epithelial	DPP9	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CHRAC1	Epithelial	CPLX1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	JKAMP	Epithelial	CTBP1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF556	Epithelial	TRPV3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CNOT7	Epithelial	GOT2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TBC1D9B	Epithelial	MROH8	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SMNDC1	Epithelial	ITGB6	0.4284681937136321
ExprAssoGenes	1	Adipocyte	WDR60	Epithelial	PJA2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	WDR86	Epithelial	DTX1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CHEK2	Epithelial	ADGRE2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	GCC2	Epithelial	SCD5	0.4284681937136321
ExprAssoGenes	1	Adipocyte	HPS4	Epithelial	P2RX4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NUPL2	Epithelial	P4HTM	0.4284681937136321
ExprAssoGenes	1	Adipocyte	CALHM2	Epithelial	MED11	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TOM1L2	Epithelial	CEACAM19	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZFP69	Epithelial	PRR4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	LIAS	Epithelial	FDPS	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MESP1	Epithelial	USP37	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TGS1	Epithelial	SYT15	0.4284681937136321
ExprAssoGenes	1	Adipocyte	POLDIP2	Epithelial	ARFIP1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PSMB7	Epithelial	FPR1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	HSD17B12	Epithelial	ANO3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SYNPO2	Epithelial	NYNRIN	0.4284681937136321
ExprAssoGenes	1	Adipocyte	OGFOD3	Epithelial	BPI	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TYW3	Epithelial	LPCAT3	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SCIN	Epithelial	PUS10	0.4284681937136321
ExprAssoGenes	1	Adipocyte	BDH2	Epithelial	MTO1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	DRAP1	Epithelial	ZNF311	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SNRPF	Epithelial	FAM69A	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FCN2	Epithelial	ZNF14	0.4284681937136321
ExprAssoGenes	1	Adipocyte	FZR1	Epithelial	ERI2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	KNDC1	Epithelial	LOXL1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	LIG3	Epithelial	HLA-DRA	0.4284681937136321
ExprAssoGenes	1	Adipocyte	GHRL	Epithelial	RAB2A	0.4284681937136321
ExprAssoGenes	1	Adipocyte	STK31	Epithelial	DRAM2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	B3GALT4	Epithelial	SLC25A30	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MFSD14B	Epithelial	IZUMO1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SLC46A1	Epithelial	FANCF	0.4284681937136321
ExprAssoGenes	1	Adipocyte	EXOG	Epithelial	DOCK8	0.4284681937136321
ExprAssoGenes	1	Adipocyte	MXD3	Epithelial	PIGV	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF708	Epithelial	ZNF414	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TBRG4	Epithelial	EXOC2	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TTC37	Epithelial	ALG12	0.4284681937136321
ExprAssoGenes	1	Adipocyte	BOD1L1	Epithelial	EVC	0.4284681937136321
ExprAssoGenes	1	Adipocyte	NMNAT3	Epithelial	PICALM	0.4284681937136321
ExprAssoGenes	1	Adipocyte	RPAP1	Epithelial	NUDT4	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PRIMPOL	Epithelial	IPPK	0.4284681937136321
ExprAssoGenes	1	Adipocyte	DPT	Epithelial	MDK	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SOD1	Epithelial	DDX59	0.4284681937136321
ExprAssoGenes	1	Adipocyte	ZNF740	Epithelial	GOLGA6L10	0.4284681937136321
ExprAssoGenes	1	Adipocyte	YJEFN3	Epithelial	SLC25A32	0.4284681937136321
ExprAssoGenes	1	Adipocyte	PRKCA	Epithelial	ATP1B1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TACSTD2	Epithelial	MYL9	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TSSK3	Epithelial	FAM219B	0.4284681937136321
ExprAssoGenes	1	Adipocyte	TMEM123	Epithelial	SLC18B1	0.4284681937136321
ExprAssoGenes	1	Adipocyte	SEMA4D	Epithelial	PRKD2	0.4284681937136321
