Cell	annotation	x.loc	y.loc	region
Cell605	Epithelial	0.2351	0.2001	1
Cell606	Epithelial	0.5963	0.888	1
Cell607	Fibroblast	0.1211	0.86240000000000006	1
Cell608	Epithelial	0.5639	0.9263	1
Cell609	Adipocyte	0.641	0.9568	1
Cell610	Fibroblast	0.4492	0.8543	1
Cell611	Adipocyte	0.4215	0.4629	1
Cell612	Fibroblast	0.2522	0.543	1
Cell613	Endothelial	0.3456	0.4534	1
Cell614	Epithelial	0.1014	0.2501	1
Cell615	Epithelial	0.7889	0.9062	1
Cell616	Adipocyte	0.5476	0.9088	1
Cell617	Endothelial	0.7551	0.9196	1
Cell618	Muscle	0.1023	0.0229	1
Cell619	Epithelial	0.1885	0.9472	1
Cell620	Epithelial	0.5598	0.7343	1
Cell621	Epithelial	0.1337	0.7626	1
Cell622	Adipocyte	0.4858	0.8112	1
Cell623	Adipocyte	0.0233	0.3906	1
Cell624	Adipocyte	0.3896	0.6699	1
Cell625	Adipocyte	0.1708	0.3242	1
Cell626	Epithelial	0.0429	0.9453	1
Cell627	Epithelial	0.3752	0.6826	1
Cell628	Fibroblast	0.7525	0.9947	1
Cell629	Epithelial	0.4162	0.9973	1
Cell630	Epithelial	0.6096	0.7216	1
Cell631	Adipocyte	0.3259	0.3742	1
Cell632	Endothelial	0.6452	0.6733	1
Cell633	Epithelial	0.1198	0.1623	1
Cell634	Adipocyte	0.0154	0.9741	1
Cell635	Endothelial	0.2203	0.5807	1
Cell636	Adipocyte	0.0308	0.1895	1
Cell637	Epithelial	0.4974	0.7066	1
Cell638	Adipocyte	0.4371	0.5769	1
Cell639	Epithelial	0.0623	0.6656	1
Cell640	Epithelial	0.3407	0.4633	1
Cell641	Adipocyte	0.0012	0.9724	1
Cell642	Epithelial	0.3514	0.8954	1
Cell643	Fibroblast	0.5016	0.603	1
Cell644	Adipocyte	0.1933	0.5692	1
Cell645	Immune	0.666	0.9663	1
Cell646	Adipocyte	0.1046	0.3761	1
Cell647	Adipocyte	0.2556	0.1651	1
Cell648	Adipocyte	0.0105	0.5821	1
Cell649	Fibroblast	0.1947	0.6518	1
Cell650	Epithelial	0.2085	0.6235	1
Cell651	Fibroblast	0.1783	0.3261	1
Cell652	Epithelial	0.5679	0.7464	1
Cell653	Endothelial	0.1212	0.4713	1
Cell654	Epithelial	0.122	0.8722	1
Cell655	Adipocyte	0.2133	0.6053	1
Cell656	Epithelial	0.3907	0.532	1
Cell657	Adipocyte	0.7017	0.8061	1
Cell658	Adipocyte	0.3974	0.5201	1
Cell659	Fibroblast	0.2847	0.7059	1
Cell660	Adipocyte	0.4983	0.9782	1
Cell661	Endothelial	0.4158	0.5114	1
Cell662	Adipocyte	0.2246	0.2258	1
Cell663	Adipocyte	0.1632	0.6318	1
Cell664	Adipocyte	0.1487	0.143	1
Cell665	Adipocyte	0.3442	0.5714	1
Cell666	Endothelial	0.2523	0.1994	1
Cell667	Adipocyte	0.1524	0.4947	1
Cell668	Adipocyte	0.2103	0.4751	1
Cell669	Endothelial	0.5115	0.8503	1
Cell670	Epithelial	0.2104	0.6219	1
Cell671	Epithelial	0.0686	0.826	1
Cell672	Epithelial	0.1559	0.6683	1
Cell673	Adipocyte	0.2139	0.9067	1
Cell674	Fibroblast	0.0158	0.3139	1
Cell675	Adipocyte	0.533	0.9626	1
Cell676	Adipocyte	0.0497	0.5568	1
Cell677	Epithelial	0.0975	0.698	1
Cell678	Endothelial	0.0424	0.3357	1
Cell679	Adipocyte	0.5259	0.8655	1
Cell680	Epithelial	0.4127	0.5978	1
Cell681	Muscle	0.1523	0.5618	1
Cell682	Epithelial	0.0631	0.8714	1
Cell683	Epithelial	0.3309	0.1875	1
Cell684	Epithelial	0.0864	0.358	1
Cell685	Adipocyte	0.185	0.885	1
Cell686	Adipocyte	0.7396	0.8623	1
Cell687	Epithelial	0.3605	0.64	1
Cell688	Fibroblast	0.0887	0.6417	1
Cell689	Immune	0.3163	0.2711	1
Cell690	Epithelial	0.5696	0.8315	1
Cell691	Epithelial	0.5727	0.706	1
Cell692	Adipocyte	0.6507	0.985	1
Cell693	Epithelial	0.3815	0.5289	1
Cell694	Adipocyte	0.3122	0.7639	1
Cell695	Adipocyte	0.1698	0.3177	1
Cell696	Adipocyte	0.2579	0.2528	1
Cell697	Epithelial	0.2447	0.764	1
Cell698	Fibroblast	0.5121	0.9556	1
Cell699	Endothelial	0.0173	0.3804	1
Cell700	Epithelial	0.0202	0.0474	1
Cell701	Fibroblast	0.1507	0.8867	1
Cell702	Epithelial	0.0706	0.6587	1
Cell703	Adipocyte	0.0433	0.77	1
Cell704	Epithelial	0.3232	0.3846	1
Cell705	Adipocyte	0.0689	0.7325	1
Cell706	Adipocyte	0.1552	0.5934	1
Cell707	Adipocyte	0.2231	0.5516	1
Cell708	Epithelial	0.1318	0.3966	1
Cell709	Epithelial	0.6465	0.7279	1
Cell710	Epithelial	0.4125	0.9831	1
Cell711	Epithelial	0.1855	0.6598	1
Cell712	Endothelial	0.1325	0.588	1
Cell713	Epithelial	0.1851	0.8134	1
Cell714	Epithelial	0.143	0.0203	1
Cell715	Adipocyte	0.3439	0.3298	1
Cell716	Fibroblast	0.079	0.3476	1
Cell717	Adipocyte	0.4423	0.9035	1
Cell718	Epithelial	0.3215	0.6929	1
Cell719	Epithelial	0.0146	0.3018	1
Cell720	Epithelial	0.3649	0.7443	1
Cell721	Endothelial	0.0757	0.9463	1
Cell722	Adipocyte	0.0386	0.8025	1
Cell723	Epithelial	0.5212	0.985	1
Cell724	Epithelial	0.8005	0.9708	1
Cell725	Epithelial	0.2727	0.8147	1
Cell726	Fibroblast	0.0591	0.6957	1
Cell727	Epithelial	0.7132	0.8556	1
Cell728	Epithelial	0.7443	0.816	1
Cell729	Epithelial	0.2008	0.2367	1
Cell730	Endothelial	0.2425	0.1943	1
Cell731	Adipocyte	0.5502	0.6543	1
Cell732	Epithelial	0.3382	0.5416	1
Cell733	Fibroblast	0.1647	0.1594	1
Cell734	Epithelial	0.1067	0.2536	1
Cell735	Adipocyte	0.1496	0.1369	1
Cell736	Epithelial	0.4226	0.688	1
Cell737	Epithelial	0.0911	0.0228	1
Cell738	Epithelial	0.3873	0.5609	1
Cell739	Fibroblast	0.5201	0.6792	1
Cell740	Adipocyte	0.7113	0.8935	1
Cell741	Epithelial	0.4457	0.4971	1
Cell742	Adipocyte	0.2384	0.6696	1
Cell743	Immune	0.0924	0.4589	1
Cell744	Epithelial	0.0744	0.6307	1
Cell745	Epithelial	0.3087	0.7027	1
Cell746	Adipocyte	0.2891	0.13	1
Cell747	Adipocyte	0.4832	0.8176	1
Cell748	Adipocyte	0.6902	0.8319	1
Cell749	Fibroblast	0.165	0.8273	1
Cell750	Adipocyte	0.1074	0.222	1
Cell751	Epithelial	0.5224	0.6444	1
Cell752	Endothelial	0.2341	0.3949	1
Cell753	Adipocyte	0.0774	0.8164	1
Cell754	Epithelial	0.1995	0.8627	1
Cell755	Adipocyte	0.029	0.5182	1
Cell756	Adipocyte	0.4398	0.7559	1
Cell757	Adipocyte	0.258	0.7768	1
Cell758	Immune	0.145	0.9321	1
Cell759	Adipocyte	0.4354	0.9961	1
Cell760	Endothelial	0.3065	0.619	1
Cell761	Epithelial	0.2853	0.3522	1
Cell762	Epithelial	0.009	0.4999	1
Cell763	Endothelial	0.3718	0.4929	1
Cell764	Epithelial	0.6132	0.6935	1
Cell765	Endothelial	0.6388	0.9716	1
Cell766	Fibroblast	0.2704	0.74	1
Cell767	Endothelial	0.5758	0.8231	1
Cell768	Fibroblast	0.5988	0.9808	1
Cell769	Epithelial	0.3551	0.5072	1
Cell770	Epithelial	0.1798	0.4973	1
Cell771	Immune	0.6997	0.9648	1
Cell772	Adipocyte	0.1465	0.8426	1
Cell773	Adipocyte	0.1715	0.4475	1
Cell774	Adipocyte	0.1673	0.4894	1
Cell775	Epithelial	0.0149	0.1141	1
Cell776	Fibroblast	0.0238	0.7324	1
Cell777	Endothelial	0.439	0.7658	1
Cell778	Adipocyte	0.2053	0.8589	1
Cell779	Adipocyte	0.6538	0.8075	1
Cell780	Endothelial	0.0388	0.2428	1
Cell781	Endothelial	0.2433	0.5879	1
Cell782	Adipocyte	0.1932	0.9613	1
Cell783	Endothelial	0.2735	0.1544	1
Cell784	Immune	0.279	0.9325	1
Cell785	Epithelial	0.4148	0.8955	1
Cell786	Endothelial	0.1766	0.9497	1
Cell787	Epithelial	0.1142	0.7855	1
Cell788	Adipocyte	0.2204	0.7497	1
Cell789	Epithelial	0.7479	0.9246	1
Cell790	Epithelial	0.0029	0.1068	1
Cell791	Epithelial	0.5626	0.7517	1
Cell792	Endothelial	0.7053	0.9903	1
Cell793	Epithelial	0.1222	0.807	1
Cell794	Adipocyte	0.6758	0.9051	1
Cell795	Epithelial	0.2248	0.4014	1
Cell796	Adipocyte	0.7772	0.9828	1
Cell797	Adipocyte	0.6236	0.8876	1
Cell798	Fibroblast	0.176	0.1446	1
Cell799	Epithelial	0.0017	0.2804	1
Cell800	Epithelial	0.1632	0.6897	1
Cell801	Epithelial	0.1714	0.4994	1
Cell802	Epithelial	0.4043	0.5634	1
Cell803	Epithelial	0.3029	0.7619	1
Cell804	Adipocyte	0.7064	0.9664	1
Cell805	Epithelial	0.0199	0.5696	1
Cell806	Adipocyte	0.2547	0.2485	1
Cell807	Epithelial	0.1751	0.7644	1
Cell808	Endothelial	0.7278	0.9864	1
Cell809	Endothelial	0.4971	0.7583	1
Cell810	Adipocyte	0.2145	0.8698	1
Cell811	Adipocyte	0.198	0.1222	1
Cell812	Endothelial	0.2451	0.3449	1
Cell813	Adipocyte	0.09	0.5885	1
Cell814	Epithelial	0.3369	0.8388	1
Cell815	Adipocyte	0.1455	0.9688	1
Cell816	Epithelial	0.1085	0.5174	1
Cell817	Epithelial	0.0348	0.6105	1
Cell818	Epithelial	0.0623	0.9786	1
Cell819	Fibroblast	0.3707	0.3587	1
Cell820	Fibroblast	0.034	0.8171	1
Cell821	Epithelial	0.0489	0.1357	1
Cell822	Endothelial	0.7637	0.9594	1
Cell823	Epithelial	0.2467	0.4942	1
Cell824	Epithelial	0.0344	0.4265	1
Cell825	Epithelial	0.7897	0.9906	1
Cell826	Endothelial	0.6191	0.6507	1
Cell827	Epithelial	0.1231	0.2629	1
Cell828	Epithelial	0.5964	0.7755	1
Cell829	Epithelial	0.3136	0.3876	1
Cell830	Adipocyte	0.2488	0.1383	1
Cell831	Adipocyte	0.254	0.3331	1
Cell832	Epithelial	0.1138	0.8192	1
Cell833	Endothelial	0.1569	0.7946	1
Cell834	Epithelial	0.0027	0.1012	1
Cell835	Epithelial	0.0064	0.2313	1
Cell836	Adipocyte	0.1811	0.1164	1
Cell837	Epithelial	0.6044	0.7385	1
Cell838	Adipocyte	0.3601	0.5584	1
Cell839	Epithelial	0.3077	0.788	1
Cell840	Immune	0.6311	0.87	1
Cell841	Epithelial	0.5824	0.7121	1
Cell842	Endothelial	0.4528	0.6487	1
Cell843	Fibroblast	0.6473	0.7003	1
Cell844	Epithelial	0.6748	0.9056	1
Cell845	Adipocyte	0.6885	0.9209	1
Cell846	Adipocyte	0.141	0.0234	1
Cell847	Adipocyte	0.7519	0.9963	1
Cell848	Adipocyte	0.3845	0.5122	1
Cell849	Epithelial	0.0261	0.8552	1
Cell850	Adipocyte	0.3644	0.6583	1
Cell851	Epithelial	0.0564	0.3275	1
Cell852	Muscle	0.373	0.8108	1
Cell853	Adipocyte	0.1512	0.9821	1
Cell854	Epithelial	0.2121	0.632	1
Cell855	Adipocyte	0.746	0.875	1
Cell856	Epithelial	0.1165	0.3162	1
Cell857	Epithelial	0.369	0.7917	1
Cell858	Epithelial	0.1915	0.9973	1
Cell859	Epithelial	0.827	0.9126	1
Cell860	Fibroblast	0.3089	0.8579	1
Cell861	Adipocyte	0.4736	0.8643	1
Cell862	Adipocyte	0.3437	0.3565	1
Cell863	Fibroblast	0.5966	0.8734	1
Cell864	Adipocyte	0.1327	0.8375	1
Cell865	Epithelial	0.139	0.5656	1
Cell866	Endothelial	0.0655	0.4167	1
Cell867	Adipocyte	0.1119	0.415	1
Cell868	Adipocyte	0.1302	0.0584	1
Cell869	Fibroblast	0.1634	0.8158	1
Cell870	Epithelial	0.1592	0.9566	1
Cell871	Epithelial	0.0784	0.585	1
Cell872	Adipocyte	0.7993	0.9505	1
Cell873	Adipocyte	0.1788	0.2483	1
Cell874	Epithelial	0.5758	0.7522	1
Cell875	Epithelial	0.5114	0.9824	1
Cell876	Endothelial	0.6519	0.9685	1
Cell877	Epithelial	0.0898	0.2226	1
Cell878	Endothelial	0.1184	0.5426	1
Cell879	Endothelial	0.5726	0.7778	1
Cell880	Epithelial	0.2178	0.8878	1
Cell881	Epithelial	0.6491	0.9653	1
Cell882	Adipocyte	0.2311	0.9499	1
Cell883	Muscle	0.2341	0.1206	1
Cell884	Epithelial	0.0454	0.5543	1
Cell885	Adipocyte	0.3314	0.4663	1
Cell886	Epithelial	0.308	0.2141	1
Cell887	Immune	0.1167	0.9428	1
Cell888	Epithelial	0.2412	0.4714	1
Cell889	Adipocyte	0.1002	0.5342	1
Cell890	Epithelial	0.1875	0.9792	1
Cell891	Epithelial	0.4909	0.6331	1
Cell892	Epithelial	0.2484	0.798	1
Cell893	Adipocyte	0.175	0.4171	1
Cell894	Epithelial	0.4041	0.8565	1
Cell895	Immune	0.433	0.6395	1
Cell896	Adipocyte	0.2946	0.6381	1
Cell897	Fibroblast	0.012	0.2785	1
Cell898	Fibroblast	0.0198	0.4647	1
Cell899	Fibroblast	0.3416	0.6744	1
Cell900	Epithelial	0.0733	0.9591	1
Cell901	Fibroblast	0.4911	0.6466	1
Cell902	Fibroblast	0.3457	0.719	1
Cell903	Immune	0.2816	0.2594	1
Cell904	Immune	0.2725	0.9891	1
Cell905	Fibroblast	0.2655	0.5091	1
Cell906	Epithelial	0.4394	0.4894	1
Cell907	Epithelial	0.3917	0.4866	1
Cell908	Epithelial	0.1712	0.1457	1
Cell909	Endothelial	0.1621	0.3244	1
Cell910	Fibroblast	0.7638	0.9719	1
Cell911	Epithelial	0.5712	0.6839	1
Cell912	Fibroblast	0.2615	0.8071	1
Cell913	Endothelial	0.2601	0.4381	1
Cell914	Fibroblast	0.0536	0.6299	1
Cell915	Adipocyte	0.5329	0.8152	1
Cell916	Fibroblast	0.4962	0.6203	1
Cell917	Endothelial	0.6157	0.7141	1
Cell918	Adipocyte	0.062	0.3516	1
Cell919	Adipocyte	0.0944	0.7217	1
Cell920	Endothelial	0.3216	0.4385	1
Cell921	Epithelial	0.2009	0.7462	1
Cell922	Adipocyte	0.2872	0.5517	1
Cell923	Adipocyte	0.3299	0.2077	1
Cell924	Adipocyte	0.2677	0.4272	1
Cell925	Epithelial	0.4763	0.6585	1
Cell926	Adipocyte	0.179	0.6017	1
Cell927	Epithelial	0.1251	0.0511	1
Cell928	Fibroblast	0.1209	0.9422	1
Cell929	Epithelial	0.3754	0.8469	1
Cell930	Adipocyte	0.2774	0.543	1
Cell931	Adipocyte	0.3983	0.8122	1
Cell932	Muscle	0.1517	0.6774	1
Cell933	Adipocyte	0.0715	0.4396	1
Cell934	Adipocyte	0.0889	0.6989	1
Cell935	Epithelial	0.1624	0.331	1
Cell936	Adipocyte	0.1874	0.1357	1
Cell937	Epithelial	0.0373	0.8058	1
Cell938	Epithelial	0.6198	0.6778	1
Cell939	Epithelial	0.1396	0.6069	1
Cell940	Epithelial	0.5649	0.6932	1
Cell941	Epithelial	0.6147	0.9271	1
Cell942	Endothelial	0.402	0.8464	1
Cell943	Epithelial	0.4375	0.968	1
Cell944	Epithelial	0.0763	0.4761	1
Cell945	Epithelial	0.2389	0.1948	1
Cell946	Adipocyte	0.344	0.1694	1
Cell947	Endothelial	0.126	0.6543	1
Cell948	Fibroblast	0.3632	0.4351	1
Cell949	Adipocyte	0.0398	0.7419	1
Cell950	Epithelial	0.178	0.3152	1
Cell951	Adipocyte	0.4024	0.991	1
Cell952	Fibroblast	0.1018	0.8784	1
Cell953	Adipocyte	0.0692	0.0442	1
Cell954	Epithelial	0.0824	0.8293	1
Cell955	Epithelial	0.776	0.9877	1
Cell956	Epithelial	0.0038	0.6734	1
Cell957	Epithelial	0.5186	0.9908	1
Cell958	Adipocyte	0.1678	0.4148	1
Cell959	Fibroblast	0.1258	0.6122	1
Cell960	Muscle	0.5127	0.7632	1
Cell961	Epithelial	0.1993	0.8205	1
Cell962	Fibroblast	0.5197	0.86	1
Cell963	Immune	0.1331	0.9038	1
Cell964	Adipocyte	0.2832	0.3194	1
Cell965	Epithelial	0.2463	0.9038	1
Cell966	Endothelial	0.185	0.8794	1
Cell967	Adipocyte	0.1312	0.2848	1
Cell968	Epithelial	0.0887	0.6568	1
Cell969	Endothelial	0.1451	0.8332	1
Cell970	Endothelial	0.0567	0.2069	1
Cell971	Epithelial	0.8495	0.9624	1
Cell972	Endothelial	0.2733	0.623	1
Cell973	Epithelial	0.4808	0.9981	1
Cell974	Adipocyte	0.5318	0.8872	1
Cell975	Adipocyte	0.2415	0.9065	1
Cell976	Epithelial	0.0118	0.2495	1
Cell977	Epithelial	0.1451	0.1417	1
Cell978	Epithelial	0.2214	0.9956	1
Cell979	Epithelial	0.0398	0.0678	1
Cell980	Epithelial	0.4095	0.5993	1
Cell981	Endothelial	0.1914	0.5857	1
Cell982	Adipocyte	0.6132	0.8373	1
Cell983	Epithelial	0.1225	0.4005	1
Cell984	Fibroblast	0.748	0.9647	1
Cell985	Adipocyte	0.1508	0.4548	1
Cell986	Epithelial	0.4152	0.6813	1
Cell987	Epithelial	0.2869	0.9364	1
Cell988	Endothelial	0.4825	0.8575	1
Cell989	Adipocyte	0.0309	0.4816	1
Cell990	Epithelial	0.6985	0.9942	1
Cell991	Adipocyte	0.1689	0.4964	1
Cell992	Epithelial	0.2483	0.6311	1
Cell993	Adipocyte	0.185	0.4134	1
Cell994	Adipocyte	0.3457	0.9248	1
Cell995	Fibroblast	0.251	0.2212	1
Cell996	Epithelial	0.1405	0.4117	1
Cell997	Epithelial	0.4751	0.682	1
Cell998	Epithelial	0.7231	0.8848	1
Cell999	Fibroblast	0.098	0.2753	1
Cell1000	Fibroblast	0.3615	0.4139	1
Cell1001	Epithelial	0.272	0.9691	1
Cell1002	Fibroblast	0.0177	0.8446	1
Cell1003	Epithelial	0.045	0.1073	1
Cell1004	Immune	0.022	0.7476	1
Cell1005	Immune	0.0691	0.5072	1
Cell1006	Epithelial	0.359	0.5006	1
Cell1007	Muscle	0.1517	0.6612	1
Cell1008	Epithelial	0.0321	0.0794	1
Cell1009	Epithelial	0.094	0.1281	1
Cell1010	Fibroblast	0.1658	0.467	1
Cell1011	Muscle	0.1071	0.4722	1
Cell1012	Endothelial	0.5091	0.6994	1
Cell1013	Adipocyte	0.3498	0.5176	1
Cell1014	Muscle	0.364	0.5737	1
Cell1015	Adipocyte	0.1877	0.515	1
Cell1016	Epithelial	0.3809	0.5861	1
Cell1017	Epithelial	0.2548	0.2881	1
Cell1018	Fibroblast	0.4557	0.9579	1
Cell1019	Muscle	0.241	0.2949	1
Cell1020	Epithelial	0.1183	0.7839	1
Cell1021	Epithelial	0.2294	0.3777	1
Cell1022	Epithelial	0.1673	0.246	1
Cell1023	Epithelial	0.3675	0.5462	1
Cell1024	Endothelial	0.4707	0.9316	1
Cell1025	Adipocyte	0.0261	0.1571	1
Cell1026	Adipocyte	0.6853	0.8602	1
Cell1027	Epithelial	0.2537	0.7449	1
Cell1028	Epithelial	0.1396	0.2606	1
Cell1029	Adipocyte	0.102	0.3246	1
Cell1030	Fibroblast	0.0309	0.0167	1
Cell1031	Epithelial	0.1427	0.9976	1
Cell1032	Adipocyte	0.2194	0.1211	1
Cell1033	Epithelial	0.2302	0.4801	1
Cell1034	Endothelial	0.5337	0.8517	1
Cell1035	Epithelial	0.197	0.546	1
Cell1036	Endothelial	0.0741	0.9448	1
Cell1037	Adipocyte	0.2471	0.7477	1
Cell1038	Adipocyte	0.4698	0.9784	1
Cell1039	Epithelial	0.2645	0.4686	1
Cell1040	Adipocyte	0.2026	0.9771	1
Cell1041	Epithelial	0.0307	0.7044	1
Cell1042	Epithelial	0.355	0.7669	1
Cell1043	Epithelial	0.724	0.8377	1
Cell1044	Adipocyte	0.4357	0.5471	1
Cell1045	Epithelial	0.0437	0.967	1
Cell1046	Epithelial	0.4742	0.9263	1
Cell1047	Adipocyte	0.1513	0.8987	1
Cell1048	Fibroblast	0.1278	0.4025	1
Cell1049	Epithelial	0.2063	0.1705	1
Cell1050	Adipocyte	0.6864	0.7956	1
Cell1051	Fibroblast	0.3262	0.9511	1
Cell1052	Epithelial	0.125	0.9975	1
Cell1053	Epithelial	0.0259	0.589	1
Cell1054	Fibroblast	0.2609	0.2679	1
Cell1055	Epithelial	0.552	0.864	1
Cell1056	Adipocyte	0.0647	0.3899	1
Cell1057	Adipocyte	0.4015	0.5278	1
Cell1058	Epithelial	0.2757	0.6563	1
Cell1059	Adipocyte	0.2215	0.7632	1
Cell1060	Adipocyte	0.0682	0.1881	1
Cell1061	Adipocyte	0.2942	0.3981	1
Cell1062	Epithelial	0.3394	0.3866	1
Cell1063	Fibroblast	0.2978	0.9436	1
Cell1064	Epithelial	0.0542	0.3501	1
Cell1065	Adipocyte	0.266	0.985	1
Cell1066	Adipocyte	0.035	0.9102	1
Cell1067	Endothelial	0.6172	0.907	1
Cell1068	Adipocyte	0.1674	0.5864	1
Cell1069	Fibroblast	0.5647	0.9985	1
Cell1070	Immune	0.2992	0.2483	1
Cell1071	Epithelial	0.598	0.6893	1
Cell1072	Adipocyte	0.2577	0.9455	1
Cell1073	Immune	0.7494	0.8354	1
Cell1074	Endothelial	0.4557	0.5544	1
Cell1075	Epithelial	0.0884	0.768	1
Cell1076	Adipocyte	0.4927	0.8507	1
Cell1077	Adipocyte	0.2041	0.6953	1
Cell1078	Epithelial	0.2242	0.4527	1
Cell1079	Adipocyte	0.4211	0.6754	1
Cell1080	Epithelial	0.3703	0.5414	1
Cell1081	Epithelial	0.6268	0.9672	1
Cell1082	Epithelial	0.1796	0.2571	1
Cell1083	Adipocyte	0.0844	0.8351	1
Cell1084	Adipocyte	0.3244	0.2041	1
Cell1085	Adipocyte	0.0058	0.4458	1
Cell1086	Epithelial	0.004	0.4647	1
Cell1087	Epithelial	0.0575	0.3455	1
Cell1088	Adipocyte	0.0305	0.1857	1
Cell1089	Epithelial	0.3061	0.6169	1
Cell1090	Fibroblast	0.6411	0.6926	1
Cell1091	Adipocyte	0.162	0.3857	1
Cell1092	Adipocyte	0.2866	0.4608	1
Cell1093	Epithelial	0.4268	0.9586	1
Cell1094	Adipocyte	0.2924	0.7718	1
Cell1095	Epithelial	0.0074	0.3689	1
Cell1096	Epithelial	0.3323	0.4066	1
Cell1097	Adipocyte	0.14	0.4371	1
Cell1098	Epithelial	0.3658	0.8753	1
Cell1099	Epithelial	0.2645	0.7215	1
Cell1100	Adipocyte	0.0786	0.5441	1
Cell1101	Epithelial	0.2563	0.3737	1
Cell1102	Endothelial	0.1305	0.8203	1
Cell1103	Epithelial	0.1033	0.6896	1
Cell1104	Epithelial	0.4946	0.8885	1
Cell1105	Epithelial	0.4667	0.6261	1
Cell1106	Endothelial	0.0511	0.8677	1
Cell1107	Epithelial	0.4668	0.676	1
Cell1108	Epithelial	0.3344	0.158	1
Cell1109	Epithelial	0.2049	0.2584	1
Cell1110	Epithelial	0.6719	0.7535	1
Cell1111	Endothelial	0.4684	0.6132	1
Cell1112	Endothelial	0.0355	0.9598	1
Cell1113	Endothelial	0.394	0.7502	1
Cell1114	Adipocyte	0.2993	0.5816	1
Cell1115	Adipocyte	0.1916	0.3853	1
Cell1116	Adipocyte	0.5469	0.7817	1
Cell1117	Epithelial	0.0202	0.5791	1
Cell1118	Immune	0.0425	0.6523	1
Cell1119	Epithelial	0.3742	0.7552	1
Cell1120	Adipocyte	0.5935	0.8851	1
Cell1121	Fibroblast	0.5943	0.9465	1
Cell1122	Fibroblast	0.3756	0.4486	1
Cell1123	Endothelial	0.5001	0.6941	1
Cell1124	Adipocyte	0.0302	0.2243	1
Cell1125	Epithelial	0.5855	0.8874	1
Cell1126	Epithelial	0.0346	0.5312	1
Cell1127	Endothelial	0.1077	0.5586	1
Cell1128	Endothelial	0.505	0.997	1
Cell1129	Adipocyte	0.0284	0.5027	1
Cell1130	Endothelial	0.2184	0.4581	1
Cell1131	Epithelial	0.3359	0.9645	1
Cell1132	Adipocyte	0.7567	0.978	1
Cell1133	Epithelial	0.1674	0.9337	1
Cell1134	Epithelial	0.3151	0.7825	1
Cell1135	Epithelial	0.4773	0.5234	1
Cell1136	Epithelial	0.1135	0.8947	1
Cell1137	Adipocyte	0.1036	0.4365	1
Cell1138	Epithelial	0.396	0.5371	1
Cell1139	Epithelial	0.151	0.2454	1
Cell1140	Epithelial	0.3543	0.4666	1
Cell1141	Muscle	0.044	0.9997	1
Cell1142	Epithelial	0.1485	0.0173	1
Cell1143	Epithelial	0.0015	0.5896	1
Cell1144	Epithelial	0.2251	0.3876	1
Cell1145	Epithelial	0.5571	0.7979	1
Cell1146	Fibroblast	0.1193	0.6544	1
Cell1147	Epithelial	0.1851	0.2119	1
Cell1148	Epithelial	0.4176	0.8707	1
Cell1149	Adipocyte	0.3187	0.2092	1
Cell1150	Muscle	0.4477	0.7158	1
Cell1151	Adipocyte	0.2544	0.7691	1
Cell1152	Adipocyte	0.2523	0.3679	1
Cell1153	Adipocyte	0.4547	0.6898	1
Cell1154	Epithelial	0.5826	0.7303	1
Cell1155	Endothelial	0.1383	0.2468	1
Cell1156	Epithelial	0.2278	0.3805	1
Cell1157	Immune	0.1221	0.8776	1
Cell1158	Epithelial	0.0945	0.0803	1
Cell1159	Adipocyte	0.3782	0.6822	1
Cell1160	Immune	0.1344	0.2096	1
Cell1161	Fibroblast	0.0387	0.7622	1
Cell1162	Adipocyte	0.1147	0.252	1
Cell1163	Fibroblast	0.3193	0.1862	1
Cell1164	Endothelial	0.1171	0.6714	1
Cell1165	Adipocyte	0.5795	0.9556	1
Cell1166	Endothelial	0.3146	0.7669	1
Cell1167	Endothelial	0.2919	0.8484	1
Cell1168	Adipocyte	0.3751	0.8495	1
Cell1169	Epithelial	0.5942	0.7272	1
Cell1170	Epithelial	0.2772	0.1609	1
Cell1171	Endothelial	0.0464	0.8497	1
Cell1172	Epithelial	0.6626	0.8476	1
Cell1173	Epithelial	0.3449	0.9028	1
Cell1174	Fibroblast	0.5056	0.7864	1
Cell1175	Adipocyte	0.036	0.613	1
Cell1176	Epithelial	0.6382	0.9484	1
Cell1177	Immune	0.665	0.7825	1
Cell1178	Endothelial	0.117	0.011	1
Cell1179	Adipocyte	0.4468	0.6958	1
Cell1180	Fibroblast	0.2915	0.2504	1
Cell1181	Endothelial	0.0674	0.9704	1
Cell1182	Epithelial	0.3622	0.5806	1
Cell1183	Fibroblast	0.0226	0.25	1
Cell1184	Endothelial	0.321	0.1739	1
Cell1185	Endothelial	0.637	0.9971	1
Cell1186	Adipocyte	0.1314	0.1595	1
Cell1187	Adipocyte	0.2435	0.579	1
Cell1188	Adipocyte	0.356	0.9888	1
Cell1189	Fibroblast	0.6471	0.843	1
Cell1190	Epithelial	0.4638	0.5375	1
Cell1191	Epithelial	0.3529	0.6154	1
Cell1192	Epithelial	0.4641	0.6082	1
Cell1193	Immune	0.2689	0.7473	1
Cell1194	Endothelial	0.114	0.3823	1
Cell1195	Adipocyte	0.2912	0.1346	1
Cell1196	Epithelial	0.7679	0.9576	1
Cell1197	Epithelial	0.2051	0.8729	1
Cell1198	Adipocyte	0.3423	0.2983	1
Cell1199	Fibroblast	0.095	0.3223	1
Cell1200	Immune	0.3559	0.7341	1
